info_date,effective_date,m2,m1,m0,m2_growth_yoy,m1_growth_yoy,m0_growth_yoy
2019-08-06 00:00:00,2019-05-31,189115369.6253,54435563.95,7279846.008,0.085,0.034,0.043
2019-08-31 00:00:00,2019-07-31,191941081.6325,55304310.79,7268924.996,0.081,0.031,0.045
2019-08-31 00:00:00,2019-06-30,192136019.0334,56769618.32,7258095.97,0.085,0.044,0.043
2019-10-16 00:00:00,2019-08-31,193549242.7737,55679808.75,7315262.4548,0.082,0.034,0.048
2019-11-11 00:00:00,2019-09-30,195225048.5748,55713795.0,7412975.484,0.084,0.034,0.04
2019-12-31 00:00:00,2019-10-31,194560054.7622,55814392.16,7339540.282,0.084,0.033,0.047
2019-12-31 00:00:00,2019-11-30,196142956.2311,56248651.84,7397382.297,0.082,0.035,0.0483
2020-03-03 00:00:00,2019-12-31,198648881.8644,57600915.15,7718947.452,0.087,0.044,0.054
2020-04-08 00:00:00,2020-01-31,202306648.5454,54553178.66,9324916.31,0.084,0.0,0.0666
2020-04-09 00:00:00,2020-02-29,203083042.3638,55270072.91,8818705.371,0.088,0.048,0.109
2020-05-16 00:00:00,2020-03-31,208092341.131,57505028.63,8302220.508,0.101,0.05,0.108
2020-06-05 00:00:00,2020-04-30,209353382.8654,57015047.89,8148521.49,0.111,0.055,0.102
2020-07-15 00:00:00,2020-05-31,210018374.116,58111105.73,7970682.97,0.111,0.068,0.0949
2020-08-13 00:00:00,2020-06-30,213494865.9875,60431796.85,7945940.667,0.111,0.065,0.095
2020-09-04 00:00:00,2020-07-31,212545846.2782,59119263.68,7986720.837,0.107,0.069,0.099
2020-10-15 00:00:00,2020-08-31,213683690.6445,60128909.74,8004270.665,0.104,0.08,0.094
2020-11-06 15:13:42,2020-09-30,216408480.0,60231212.0,8237087.0,0.109,0.081,0.111
2020-12-09 00:00:00,2020-10-31,214972042.0,60918241.0,8103643.0,0.105,0.091,0.104
2021-01-20 00:00:00,2020-11-30,217200255.0,61863217.0,8159361.0,0.107,0.1,0.103
2021-02-19 00:00:00,2020-12-31,218679589.0,62558099.0,8431453.0,0.101,0.086,0.092
2021-03-05 14:01:48,2021-01-31,221304733.0,62556381.0,8962524.0,0.094,0.147,-0.039
2021-04-30 18:17:26,2021-03-31,227648845.0,61611317.0,8654364.0,0.094,0.071,0.042
2021-04-30 18:17:26,2021-02-28,223603026.0,59348746.0,9192460.0,0.101,0.074,0.042
2021-06-03 00:00:00,2021-04-30,226210712.0,60542189.0,8580337.0,0.081,0.062,0.053
2021-07-07 14:29:36,2021-05-31,227553807.0,61682832.0,8417772.0,0.083,0.061,0.056
2021-08-24 14:06:41,2021-06-30,231778836.0,63747936.0,8434697.0,0.086,0.055,0.062
2021-09-01 10:23:10,2021-07-31,230215382.0,62036705.0,8471756.0,0.083,0.049,0.061
2021-09-30 16:31:20,2021-08-31,231226768.0,62665869.0,8505920.0,0.082,0.042,0.063
2021-11-02 18:12:48,2021-09-30,234282970.0,62464568.0,8686709.0,0.083,0.037,0.055
2021-11-30 17:05:25,2021-10-31,233616048.0,62608212.0,8608578.0,0.087,0.028,0.062
2021-12-29 22:33:06,2021-11-30,235601276.0,63748204.0,8743341.0,0.085,0.03,0.072
2022-01-30 16:39:13,2021-12-31,238289956.0,64744335.0,9082515.0,0.09,0.035,0.077
2022-03-04 17:42:58,2022-01-31,243102272.0,61385935.0,10618887.0,0.098,-0.019,0.185
2022-03-31 17:18:21,2022-02-28,244148890.0,62161211.0,9722770.0,0.092,0.047,0.058
2022-04-29 00:00:00,2022-03-31,249768834.0,64506380.0,9514192.0,0.097,0.047,0.1
2022-05-30 00:00:00,2022-04-30,249971090.0,63613901.0,9562649.0,0.105,0.051,0.115
2022-06-30 21:19:25,2022-05-31,252702615.0,64510752.0,9554686.0,0.111,0.046,0.135
2022-07-29 00:00:00,2022-06-30,258145120.0,67437481.0,9601117.0,0.114,0.058,0.139
2022-08-30 18:30:31,2022-07-31,257807857.0,66183233.0,9650919.0,0.12,0.067,0.139
2022-09-29 21:55:46,2022-08-31,259506827.0,66460485.0,9723103.0,0.122,0.061,0.143
2022-11-03 16:56:12,2022-09-30,262660092.0,66453517.0,9867206.0,0.121,0.064,0.136
2022-12-01 00:00:00,2022-10-31,261291457.0,66214099.0,9841671.0,0.118,0.058,0.144
2023-02-07 21:22:49,2022-11-30,264700848.0,66704261.0,9974012.0,0.124,0.046,0.141
2023-02-07 21:22:49,2022-12-31,266432084.0,67167476.0,10470603.0,0.118,0.037,0.153
2023-03-31 17:59:49,2023-01-31,273807206.0,65521416.0,11460130.0,0.126,0.067,0.079
2023-05-05 17:02:42,2023-02-28,275524923.0,65793874.0,10760258.0,0.129,0.058,0.106
2023-05-30 15:38:16,2023-03-31,281456631.0,67805963.0,10559130.0,0.127,0.051,0.11
2023-05-30 15:38:16,2023-04-30,280846934.0,66976155.0,10590446.0,0.124,0.053,0.107
2023-06-30 16:29:28,2023-05-31,282050468.0,67525298.0,10475671.0,0.116,0.047,0.096
2023-08-01 19:16:18,2023-06-30,287302383.0,69559548.0,10541920.0,0.113,0.031,0.098
2023-08-31 16:57:23,2023-07-31,285403156.0,67721892.0,10612968.0,0.107,0.023,0.099
2023-09-28 19:02:49,2023-08-31,286934325.0,67958835.0,10651536.0,0.106,0.022,0.095
2023-10-30 19:11:10,2023-09-30,289665911.0,67844365.0,10925322.0,0.103,0.021,0.107
2023-11-30 14:39:23,2023-10-31,288227607.0,67469607.0,10856535.0,0.103,0.019,0.102
2023-12-29 15:58:21,2023-11-30,291201422.0,67590341.0,11022518.0,0.1,0.013,0.104
2024-02-01 19:41:55,2023-12-31,292271333.0,68054252.0,11344464.0,0.097,0.013,0.083
2024-02-22 14:07:24,1996-01-31,5840100.0,2519500.0,860000.0,0.259,0.208,-0.066
2024-02-22 14:07:24,1996-04-30,6572300.0,2414500.0,789494.0,0.285,0.137,0.086
2024-02-22 14:07:24,1996-07-31,6934600.0,2507800.0,780931.0,0.27,0.152,0.101
2024-02-22 14:07:24,1996-10-31,7315220.0,2679820.0,840500.0,0.264,0.1709,0.133
2024-02-22 14:07:24,1996-02-29,6377800.0,2525560.0,930100.0,0.272,0.2616,0.198
2024-02-22 14:07:24,1996-05-31,6688000.0,2446300.0,770600.0,0.284,0.145,0.094
2024-02-22 14:07:24,1996-08-31,7230900.0,2572945.0,809335.0,0.275,0.151,0.118
2024-02-22 14:07:24,1996-11-30,7414200.0,2742200.0,870500.0,0.251,0.1705,0.126
2024-03-05 00:00:00,2024-01-31,297625020.0,112012000.0,12139854.0,0.087,0.033,0.0593
2024-03-29 00:00:00,2024-02-29,299557297.0,109315800.0,12100993.0,0.087,0.026,0.125
2024-04-01 00:00:00,2024-03-31,304795216.0,111743300.0,11721050.0,0.083,0.023,0.11
2024-05-01 00:00:00,2024-04-30,301194198.0,107508400.0,11731055.0,0.072,0.006,0.108
2024-06-14 00:00:00,2024-05-31,301850673.0,106439100.0,11706272.0,0.07,-0.008,0.117
2024-07-12 00:00:00,2024-06-30,305016154.0,108917000.0,11773677.0,0.062,-0.017,0.117
2024-08-13 00:00:00,2024-07-31,303306078.0,105180000.0,11884046.0,0.063,-0.026,0.12
2024-09-13 00:00:00,2024-08-31,305046127.0,104968400.0,11947257.0,0.063,-0.03,0.122
2024-10-14 00:00:00,2024-09-30,309479824.0,105541000.0,12183000.0,0.06840263,-0.033,0.11511587
2024-11-11 00:00:00,2024-10-31,309709201.0,105488400.0,12244704.0,0.075,-0.023,0.128
2024-12-13 00:00:00,2024-11-30,311958727.0,107637900.0,12418026.0,0.07128161,-0.007,0.12660519
2025-01-04 00:00:00,2024-12-31,313532230.0,111306900.0,12819416.0,0.073,0.012,0.13
2025-02-14 00:00:00,2025-01-31,318524718.0,112445745.0,14225448.0,0.07022157,0.0038723,0.17179728
2025-03-14 00:00:00,2025-02-28,320517324.0,109437001.0,13275661.0,0.06997,0.00110872,0.09707203
2025-04-13 00:00:00,2025-03-31,326055457.0,113486310.0,13069186.0,0.06975254,0.01559834,0.115
2025-05-14 00:00:00,2025-04-30,325173932.0,109140733.0,13138701.0,0.07961552,0.0151833,0.12
2025-06-13 00:00:00,2025-05-31,325783811.0,108914765.0,13125852.0,0.079288,0.02325898,0.12126661
2025-07-14 00:00:00,2025-06-30,330286817.0,113949408.0,13182718.0,0.08285024,0.04620406,0.11967722
2025-08-13 00:00:00,2025-07-31,329942906.0,111058692.0,13284480.0,0.0878216,0.05589172,0.11784151
2025-09-12 00:00:00,2025-08-31,331983144.0,111225570.0,13340229.0,0.08830473,0.05961003,0.11659345
2025-10-15 00:00:00,2025-09-30,335377103.0,113145507.0,13581336.0,0.08368002,0.07205263,0.11477764
2025-11-01 00:00:00,2025-10-31,335131231.0,111996273.0,13547814.0,0.08208354,0.06169278,0.10642233
2025-12-01 00:00:00,2025-11-30,336989052.0,112886664.0,13736938.0,0.08023601,0.04876315,0.10620947
2026-01-15 00:00:00,2025-12-31,340294806.0,115514650.0,14126137.0,0.08535829,0.03780313,0.10193295
2026-02-13 00:00:00,2026-01-31,347186039.0,117968052.0,14613860.0,0.08998146,0.04911085,0.02730402
2026-03-13 00:00:00,2026-02-28,349215991.0,115925882.0,15143641.0,0.09,0.059,0.141
2026-04-13 00:00:00,2026-03-31,353863653.0,119320299.0,14708281.0,0.085,0.051,0.125
