order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,one_year_target_price,quarter_recommendation,half_year_target_price,one_year_recommendation,half_year_recommendation
000021.XSHE,2021-06-17,华泰证券,24.4800,,1,1,2024-06-27 06:17:15,2021-06-17 10:52:30,,1.0,,,
000021.XSHE,2021-06-21,民生证券,,,1,1,2024-06-27 17:26:16,2021-06-21 13:54:31,,1.0,,,
000021.XSHE,2021-06-28,民生证券,,,1,1,2024-06-27 17:28:18,2021-07-06 14:34:18,,1.0,,,
000021.XSHE,2021-07-05,东北证券,22.9400,M06,1,1,2024-06-27 06:17:40,2021-07-05 11:59:54,,1.0,22.94,,
000021.XSHE,2021-07-12,民生证券,,,1,1,2024-06-27 17:28:13,2021-07-12 12:58:23,,1.0,,,
000021.XSHE,2021-07-16,民生证券,,,1,1,2024-06-27 17:29:40,2021-07-16 12:29:29,,1.0,,,
000021.XSHE,2021-07-19,民生证券,,,1,1,2024-06-27 17:26:16,2021-07-19 09:23:26,,1.0,,,
000021.XSHE,2021-08-02,民生证券,,,1,1,2024-06-27 17:24:45,2021-08-02 17:09:54,,1.0,,,
000021.XSHE,2021-08-09,民生证券,,,1,1,2024-06-27 17:27:49,2021-08-09 13:13:32,,1.0,,,
000021.XSHE,2021-08-16,民生证券,,,1,1,2024-06-27 17:29:24,2021-08-16 13:31:31,,1.0,,,
000021.XSHE,2021-08-26,华泰证券,24.4800,M06,1,1,2024-06-27 06:17:55,2021-08-26 15:05:59,,1.0,24.48,,
000021.XSHE,2021-08-26,民生证券,,,1,1,2024-06-27 17:29:09,2021-08-27 10:44:32,,1.0,,,
000021.XSHE,2021-08-30,民生证券,,,1,1,2024-06-27 17:29:18,2021-08-29 17:55:05,,1.0,,,
000021.XSHE,2021-09-06,民生证券,,,1,1,2024-06-27 17:26:11,2021-09-06 15:06:34,,1.0,,,
000021.XSHE,2021-09-13,民生证券,,,1,1,2024-06-27 17:27:48,2021-09-13 09:35:06,,1.0,,,
000021.XSHE,2021-09-15,民生证券,,,1,1,2024-06-27 17:26:54,2021-09-15 14:14:23,,1.0,,,
000021.XSHE,2021-09-27,民生证券,,,1,1,2024-06-27 17:25:22,2021-09-27 09:30:20,,1.0,,,
000021.XSHE,2021-10-11,民生证券,,,1,1,2024-06-27 17:28:24,2021-10-11 09:32:23,,1.0,,,
000021.XSHE,2021-10-25,民生证券,,,1,1,2024-06-27 17:28:54,2021-10-25 10:38:09,,1.0,,,
000021.XSHE,2021-10-28,东北证券,23.8300,M06,1,1,2024-06-27 06:17:20,2021-10-29 15:03:51,,1.0,23.83,,
000021.XSHE,2021-10-30,华泰证券,17.2200,M06,1,1,2024-06-27 06:17:20,2021-11-14 14:17:41,,1.0,17.22,,
000021.XSHE,2021-11-05,中金公司,18.7300,M06,2,1,2024-06-27 06:17:59,2021-11-08 17:23:34,,2.0,18.73,,
000021.XSHE,2021-11-15,民生证券,,,1,1,2024-06-27 17:29:24,2021-11-15 10:08:44,,1.0,,,
000021.XSHE,2022-03-16,中金公司,18.7300,,2,1,2024-06-27 06:18:08,2022-03-17 10:53:40,,2.0,,,
000021.XSHE,2022-03-17,中金公司,18.7300,,2,1,2024-06-27 06:17:24,2022-03-18 13:07:22,,2.0,,,
000021.XSHE,2022-03-24,中金公司,18.7300,,2,1,2024-06-27 06:17:25,2022-03-24 09:26:44,,2.0,,,
000021.XSHE,2022-04-05,中泰证券,,,1,1,2024-06-27 17:25:33,2022-04-07 09:13:26,,1.0,,,
000021.XSHE,2022-04-17,中泰证券,,,1,1,2024-06-27 17:27:33,2022-04-18 17:30:56,,1.0,,,
000021.XSHE,2022-04-21,中金公司,14.9000,M06,2,1,2024-06-27 06:17:35,2022-04-21 12:38:19,,2.0,14.9,,
000021.XSHE,2022-04-24,中泰证券,,,1,1,2024-06-27 17:27:41,2022-04-25 14:06:46,,1.0,,,
000021.XSHE,2022-05-01,中金公司,14.0000,M06,2,1,2024-06-27 06:17:32,2022-05-05 13:45:28,,2.0,14.0,,
000021.XSHE,2022-05-15,中泰证券,,,1,1,2024-06-27 17:27:53,2022-05-17 09:14:28,,1.0,,,
000021.XSHE,2022-05-29,中泰证券,,,1,1,2024-06-27 17:26:47,2022-05-30 17:12:00,,1.0,,,
000021.XSHE,2022-06-12,中泰证券,,,1,1,2024-06-27 17:24:36,2022-07-04 14:23:19,,1.0,,,
000021.XSHE,2022-06-19,中泰证券,,,1,1,2024-06-27 17:28:09,2022-06-30 16:28:11,,1.0,,,
000021.XSHE,2022-06-24,中泰证券,,,1,1,2024-06-27 17:25:23,2022-06-27 09:36:47,,1.0,,,
000021.XSHE,2022-07-20,中金公司,14.0000,M06,2,1,2024-06-27 06:17:46,2022-07-20 10:54:29,,2.0,14.0,,
000021.XSHE,2022-08-08,中泰证券,,,1,1,2024-06-27 17:25:45,2022-08-09 15:08:05,,1.0,,,
000021.XSHE,2022-08-26,中金公司,14.0000,M06,2,1,2024-06-27 06:17:57,2022-08-26 19:40:42,,2.0,14.0,,
000021.XSHE,2022-08-28,中泰证券,,,1,1,2024-06-27 17:28:45,2022-08-30 20:14:38,,1.0,,,
000021.XSHE,2022-10-28,中金公司,14.0000,M06,2,1,2024-06-27 06:17:49,2022-10-28 17:31:29,,2.0,14.0,,
000021.XSHE,2022-12-04,中泰证券,,,1,1,2024-06-27 17:29:26,2022-12-05 13:06:01,,1.0,,,
000021.XSHE,2023-01-05,长城证券,,,2,1,2024-06-27 17:26:18,2023-01-10 14:52:01,,2.0,,,
000021.XSHE,2023-03-16,中金公司,14.0000,,2,1,2024-06-27 06:17:10,2023-03-17 15:53:36,,2.0,,,
000021.XSHE,2023-04-06,东北证券,,,2,1,2024-06-27 17:25:15,2023-04-07 11:16:34,,2.0,,,
000021.XSHE,2023-04-17,东北证券,,,2,1,2024-06-27 17:28:45,2023-04-18 13:52:43,,2.0,,,
000021.XSHE,2023-05-16,中金公司,18.0000,M06,2,1,2024-06-27 06:17:18,2023-05-16 11:12:07,,2.0,18.0,,
000021.XSHE,2023-05-21,中金公司,18.0000,,2,1,2024-06-27 06:18:19,2023-05-22 15:09:55,,2.0,,,
000021.XSHE,2023-06-25,中金公司,18.0000,,2,1,2024-06-27 06:18:06,2023-06-26 11:22:46,,2.0,,,
000021.XSHE,2023-09-21,长城证券,,,2,1,2024-06-27 17:26:27,2023-09-22 13:35:41,,2.0,,,
000021.XSHE,2023-11-23,民生证券,,,1,1,2024-06-27 17:27:43,2023-11-23 20:51:22,,1.0,,,
000021.XSHE,2024-05-09,国投证券,21.0000,M06,1,1,2024-06-27 06:17:08,2024-05-10 04:26:55,,1.0,21.0,,
000021.XSHE,2025-04-25,国投证券,20.8900,M06,1,1,2025-04-25 22:16:18,2025-04-25 16:56:29,,1.0,20.89,,
