open,high,low,last,limit_up,limit_down,iopv,pre_iopv,prev_close,close,settlement,prev_settlement,datetime,order_book_id,volume,total_turnover,num_trades,trading_phase_code,open_interest,ask,bid,ask_vol,bid_vol,trading_date
0.0849,0.0889,0.0422,0.0608,0.5549,0.0001,,,0.1078,,,0.107,2.0260325113000024e+16,10009764,6322.0,3367068.32,1532.0,T,3596.0,"[0.0657, 0.0708, 0.1401, 0.1701, 0]","[0.0517, 0.0516, 0.0498, 0.0472, 0.0422]","[1, 10, 1, 1, 0]","[10, 1, 2, 2, 1]",20260325.0
0.0002,0.0003,0.0001,0.0002,0.4283,0.0001,,,0.0003,,,0.0003,2.0260325112956496e+16,10009799,475.0,1033.18,135.0,T,8339.0,"[0.0002, 0.0003, 0.0004, 0.0005, 0.0007]","[0.0001, 0, 0, 0, 0]","[44, 259, 121, 104, 78]","[52, 0, 0, 0, 0]",20260325.0
0.1834,0.1834,0.1362,0.1552,0.6509,0.0001,,,0.203,,,0.203,2.0260325112959984e+16,10009800,901.0,1376800.69,285.0,T,2861.0,"[0.1608, 0.1718, 0.2601, 0, 0]","[0.1501, 0.1483, 0.1465, 0.146, 0.1357]","[1, 10, 1, 0, 0]","[1, 10, 7, 1, 5]",20260325.0
0.0001,0.0002,0.0001,0.0001,0.4183,0.0001,,,0.0001,,,0.0001,2.0260325112956704e+16,10009823,486.0,502.74,72.0,T,12405.0,"[0.0003, 0.0004, 0.0005, 0.0006, 0.0009]","[0, 0, 0, 0, 0]","[11, 1, 1, 1, 12]","[0, 0, 0, 0, 0]",20260325.0
0.2841,0.2841,0.2339,0.2539,0.7484,0.0001,,,0.3005,,,0.3005,2.0260325113000388e+16,10009824,798.0,2010643.99,273.0,T,1478.0,"[0.3572, 0, 0, 0, 0]","[0.2491, 0.2434, 0.1262, 0, 0]","[10, 0, 0, 0, 0]","[5, 10, 6, 0, 0]",20260325.0
0.0002,0.0002,0.0001,0.0001,0.4086,0.0001,,,0.0003,,,0.0001,2.026032511295659e+16,10009871,408.0,540.7,129.0,T,16520.0,"[0.0001, 0.0002, 0.0004, 0.0009, 0.001]","[0, 0, 0, 0, 0]","[5, 253, 19, 106, 25]","[0, 0, 0, 0, 0]",20260325.0
0.3794,0.3794,0.3314,0.3516,0.8451,0.0001,,,0.3972,,,0.3972,2.026032511300029e+16,10009872,505.0,1772184.15,399.0,T,1140.0,"[0.493, 0, 0, 0, 0]","[0.34, 0.339, 0.3374, 0.33, 0.32]","[10, 0, 0, 0, 0]","[1, 1, 10, 1, 1]",20260325.0
0.0002,0.0002,0.0001,0.0001,0.3842,0.0001,,,0.0002,,,0.0001,2.0260325112956364e+16,10010029,441.0,657.67,58.0,T,13692.0,"[0.0001, 0.0002, 0.0008, 0.0029, 0.0039]","[0, 0, 0, 0, 0]","[101, 10, 200, 50, 30]","[0, 0, 0, 0, 0]",20260325.0
0.6103,0.6103,0.5782,0.5876,1.0887,0.0001,,,0.6408,,,0.6408,2.026032511300003e+16,10010030,52.0,310962.13,22.0,T,1014.0,"[0.7753, 0, 0, 0, 0]","[0.585, 0.5785, 0.578, 0.5754, 0.57]","[10, 0, 0, 0, 0]","[1, 1, 1, 10, 2]",20260325.0
0.0001,0.0001,0.0001,0.0001,0.3598,0.0001,,,0.0001,,,0.0001,2.0260325112956436e+16,10010181,100.0,102.6,11.0,T,6037.0,"[0.0001, 0.0003, 0.0005, 0.0044, 0.0118]","[0, 0, 0, 0, 0]","[41, 2, 100, 3, 3]","[0, 0, 0, 0, 0]",20260325.0
0.8328,0.8328,0.8283,0.8283,1.3344,0.0001,,,0.8906,,,0.8865,2.0260325113000084e+16,10010182,2.0,17042.89,2.0,T,782.0,"[1.0193, 0, 0, 0, 0]","[0.661, 0.4554, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.3309,0.3736,0.3309,0.3569,0.7709,0.0001,,,0.3167,,,0.323,2.0260325113000388e+16,10010313,90.0,339268.45,19.0,T,4620.0,"[0.3788, 0.3809, 0.395, 0, 0]","[0.2138, 0.1357, 0.0001, 0, 0]","[1, 10, 1, 0, 0]","[10, 6, 10, 0, 0]",20260325.0
0.2716,0.2956,0.2716,0.2956,0.7027,0.0001,,,0.2526,,,0.2548,2.0260325113000184e+16,10010314,35.0,103820.94,16.0,T,926.0,"[0.3049, 0.305, 0, 0, 0]","[0.1691, 0.1071, 0, 0, 0]","[10, 1, 0, 0, 0]","[10, 7, 0, 0, 0]",20260325.0
0.2077,0.227,0.2077,0.214,0.6419,0.0001,,,0.1934,,,0.194,2.0260325113000388e+16,10010315,179.0,405416.72,37.0,T,1439.0,"[0.3007, 0, 0, 0, 0]","[0.1289, 0.0815, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 9, 0, 0, 0]",20260325.0
0.1553,0.168,0.1553,0.1647,0.5918,0.0001,,,0.1436,,,0.1443,2.026032511295831e+16,10010316,118.0,197052.53,42.0,T,1877.0,"[0.1782, 0.1783, 0.1883, 0.1983, 0.2083]","[0.1437, 0.1436, 0.1355, 0.0476, 0]","[10, 8, 8, 8, 8]","[10, 1, 1, 12, 0]",20260325.0
0.1135,0.1223,0.1135,0.1145,0.5426,0.0001,,,0.1058,,,0.1049,2.0260325112958404e+16,10010317,699.0,853097.45,145.0,T,3485.0,"[0.1299, 0.13, 0.1377, 0, 0]","[0.0951, 0.095, 0.0346, 0, 0]","[10, 1, 1, 0, 0]","[10, 1, 12, 0, 0]",20260325.0
0.0821,0.0858,0.0799,0.0799,0.504,0.0001,,,0.076,,,0.076,2.0260325112959904e+16,10010318,732.0,620133.89,176.0,T,5292.0,"[0.0812, 0.0822, 0.086, 0.087, 0.09]","[0.0484, 0.0251, 0, 0, 0]","[8, 10, 1, 1, 1]","[10, 12, 0, 0, 0]",20260325.0
0.059,0.0606,0.0568,0.057,0.473,0.0001,,,0.0557,,,0.0548,2.0260325113000388e+16,10010319,2814.0,1692177.7,505.0,T,5655.0,"[0.0569, 0.0583, 0.066, 0.077, 0.088]","[0.0565, 0.0557, 0.0352, 0.0308, 0.0264]","[1, 10, 1, 1, 1]","[13, 10, 5, 5, 5]",20260325.0
0.0429,0.0437,0.0407,0.0411,0.4485,0.0001,,,0.04,,,0.04,2.0260325112958524e+16,10010320,1531.0,657765.52,507.0,T,8355.0,"[0.0429, 0.043, 0.044, 0.0448, 0.045]","[0.04, 0.0398, 0.0352, 0.0308, 0.0264]","[10, 1, 1, 1, 1]","[1, 10, 5, 5, 5]",20260325.0
0.0209,0.0218,0.0186,0.0197,0.4036,0.0001,,,0.0196,,,0.0195,2.0260325112958384e+16,10010321,2865.0,578130.48,611.0,T,13473.0,"[0.0206, 0.0213, 0.0222, 0.023, 0.042]","[0.0196, 0.0176, 0.015, 0.0132, 0.0088]","[15, 1, 10, 5, 25]","[11, 5, 1, 5, 5]",20260325.0
0.0696,0.0734,0.0515,0.0593,0.4661,0.0001,,,0.0758,,,0.0758,2.026032511295811e+16,10010322,2523.0,1437609.65,983.0,T,12833.0,"[0.0619, 0.062, 0.0622, 0.0623, 0.0628]","[0.0514, 0.0513, 0.051, 0.0251, 0.0001]","[10, 15, 15, 15, 15]","[10, 1, 5, 12, 10]",20260325.0
0.0951,0.1006,0.072,0.0805,0.5131,0.0001,,,0.1034,,,0.1034,2.0260325112959896e+16,10010323,438.0,344809.87,107.0,T,2819.0,"[0.0824, 0.0828, 0.083, 0.176, 0.2463]","[0.0701, 0.07, 0.0341, 0, 0]","[1, 10, 2, 2, 1]","[10, 1, 12, 0, 0]",20260325.0
0.1364,0.1364,0.1003,0.112,0.5693,0.0001,,,0.14,,,0.14,2.0260325112958108e+16,10010324,621.0,676308.42,131.0,T,3361.0,"[0.1299, 0.13, 0, 0, 0]","[0.0984, 0.0983, 0.095, 0.0462, 0]","[10, 1, 0, 0, 0]","[10, 1, 5, 12, 0]",20260325.0
0.182,0.182,0.1392,0.1442,0.6348,0.0001,,,0.1869,,,0.1869,2.0260325113000184e+16,10010325,239.0,355290.46,70.0,T,2249.0,"[0.2133, 0, 0, 0, 0]","[0.1201, 0.12, 0.116, 0.11, 0.0785]","[10, 0, 0, 0, 0]","[10, 2, 1, 1, 10]",20260325.0
0.21,0.21,0.1898,0.1997,0.6938,0.0001,,,0.247,,,0.2459,2.0260325113000388e+16,10010326,348.0,695025.74,76.0,T,1991.0,"[0.2869, 0, 0, 0, 0]","[0.1705, 0.1704, 0.1604, 0.1033, 0]","[10, 0, 0, 0, 0]","[10, 1, 1, 7, 0]",20260325.0
0.3053,0.3053,0.2494,0.2635,0.7611,0.0001,,,0.3127,,,0.3132,2.026032511300049e+16,10010327,21.0,56997.38,13.0,T,3111.0,"[0.3755, 0, 0, 0, 0]","[0.2445, 0.2444, 0.1315, 0, 0]","[10, 0, 0, 0, 0]","[10, 1, 6, 0, 0]",20260325.0
0.3433,0.3433,0.3251,0.3251,0.8375,0.0001,,,0.421,,,0.3896,2.0260325113000388e+16,10010328,21.0,70232.78,3.0,T,1845.0,"[0.4787, 0, 0, 0, 0]","[0.2052, 0.1636, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.4174,0.4174,0.4019,0.4131,0.9192,0.0234,,,0.5,,,0.4713,2.0260325112959984e+16,10010329,37.0,154712.59,10.0,T,2228.0,"[0.5914, 0, 0, 0, 0]","[0.2535, 0.2404, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.6373,0.6373,0.6373,0.6373,1.1409,0.2451,,,0.7004,,,0.693,2.026032511300029e+16,10010330,33.0,215777.03,5.0,T,4080.0,"[0.8237, 0, 0, 0, 0]","[0.4655, 0.3534, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.0125,0.0135,0.0114,0.0122,0.3718,0.0001,,,0.0121,,,0.0121,2.0260325112958124e+16,10010391,5451.0,682254.09,1295.0,T,24529.0,"[0.0168, 0.0169, 0.0179, 0.0189, 0.05]","[0.011, 0.0073, 0, 0, 0]","[10, 1, 1, 1, 1]","[15, 1, 0, 0, 0]",20260325.0
0.8631,0.8631,0.8631,0.8631,1.3758,0.48,,,0.9242,,,0.9279,2.0260325113000184e+16,10010392,1.0,8855.41,1.0,T,3027.0,"[1.0583, 0, 0, 0, 0]","[0.7001, 0.4968, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.0001,0.0001,0.0001,0.0001,0.3355,0.0001,,,0.0001,,,0.0001,2.0260325112956656e+16,10010409,65.0,66.69,15.0,T,14490.0,"[0.0001, 0.0002, 0.0003, 0.0005, 0.0011]","[0, 0, 0, 0, 0]","[69, 343, 2, 9, 10]","[0, 0, 0, 0, 0]",20260325.0
1.0703,1.0713,1.0672,1.0672,1.5764,0.0001,,,1.1285,,,1.1285,2.0260325113000196e+16,10010410,85.0,932938.72,85.0,T,2672.0,"[1.2622, 0, 0, 0, 0]","[0.904, 0.6974, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 2, 0, 0, 0]",20260325.0
0.0081,0.0094,0.0075,0.0081,0.3432,0.0001,,,0.0078,,,0.0078,2.0260325112959244e+16,10010411,27448.0,2326135.91,2213.0,T,25219.0,"[0.0081, 0.0082, 0.0083, 0.0089, 0.009]","[0.008, 0.0075, 0.0074, 0.0071, 0.007]","[300, 140, 150, 1, 10]","[350, 21, 1, 1, 1]",20260325.0
1.099,1.099,1.096,1.096,1.6123,0.7165,,,1.1565,,,1.1644,2.0260325113000388e+16,10010412,2.0,22520.7,2.0,T,3206.0,"[1.2963, 0, 0, 0, 0]","[0.9381, 0.85, 0.7333, 0, 0]","[10, 0, 0, 0, 0]","[10, 1, 2, 0, 0]",20260325.0
0.42,0.4565,0.42,0.4565,0.8474,0.0001,,,0.4015,,,0.3995,2.0260325113000388e+16,10010425,28.0,127754.44,14.0,T,1254.0,"[0.4491, 0.4659, 0.48, 0.4987, 0.62]","[0.42, 0.4076, 0.3416, 0.1678, 0]","[1, 10, 1, 1, 1]","[1, 10, 1, 4, 0]",20260325.0
0.05,0.0534,0.0373,0.0439,0.4267,0.0001,,,0.0558,,,0.0558,2.0260325112958336e+16,10010426,5404.0,2253297.1,1209.0,T,15128.0,"[0.061, 0.1583, 0.1584, 0.1936, 0.2287]","[0.0374, 0.0373, 0.0369, 0.0368, 0.034]","[50, 1, 1, 1, 1]","[50, 1, 1, 1, 6]",20260325.0
0.1937,0.2394,0.1937,0.2047,0.6269,0.0001,,,0.174,,,0.179,2.0260325113000388e+16,10010903,1723.0,3942552.0,342.0,T,1580.0,"[0.2225, 0.2399, 0.24, 0.2407, 0.245]","[0.2048, 0.2047, 0.0752, 0, 0]","[2, 10, 2, 1, 1]","[10, 10, 10, 0, 0]",20260325.0
0.085,0.1403,0.085,0.1229,0.5269,0.0001,,,0.0777,,,0.079,2.0260325113000084e+16,10010904,17649.0,22242422.0,5401.0,T,7349.0,"[0.1226, 0.1227, 0.123, 0.1233, 0.1244]","[0.1201, 0.1186, 0.1114, 0.1113, 0.101]","[10, 5, 1, 1, 2]","[1, 5, 10, 4, 1]",20260325.0
0.0176,0.0437,0.0176,0.0272,0.4582,0.0001,,,0.0124,,,0.0124,2.0260325112959764e+16,10010905,59374.0,19859104.0,14199.0,T,12710.0,"[0.0272, 0.0273, 0.0276, 0.0277, 0.0284]","[0.026, 0.0252, 0.025, 0.0246, 0.0245]","[1, 3, 55, 10, 9]","[5, 5, 1, 30, 85]",20260325.0
0.0004,0.0012,0.0002,0.0003,0.4362,0.0001,,,0.0004,,,0.0004,2.0260325112957816e+16,10010906,13420.0,96478.0,2697.0,T,32610.0,"[0.0003, 0.0004, 0.0005, 0.0006, 0.0007]","[0.0002, 0.0001, 0, 0, 0]","[191, 1, 98, 70, 71]","[14, 1950, 0, 0, 0]",20260325.0
0.0002,0.0004,0.0001,0.0001,0.4261,0.0001,,,0.0003,,,0.0003,2.0260325112956736e+16,10010907,2149.0,4081.0,761.0,T,42722.0,"[0.0001, 0.0002, 0.0003, 0.0004, 0.0005]","[0, 0, 0, 0, 0]","[65, 76, 1809, 283, 327]","[0, 0, 0, 0, 0]",20260325.0
0.0003,0.0005,0.0001,0.0001,0.4159,0.0001,,,0.0005,,,0.0001,2.0260325112956416e+16,10010908,7408.0,16607.0,1087.0,T,52175.0,"[0.0001, 0.0002, 0.0003, 0.0004, 0.0005]","[0, 0, 0, 0, 0]","[329, 500, 273, 86, 44]","[0, 0, 0, 0, 0]",20260325.0
0.0002,0.0003,0.0001,0.0001,0.4059,0.0001,,,0.0003,,,0.0001,2.0260325112956804e+16,10010909,778.0,901.0,195.0,T,19067.0,"[0.0001, 0.0002, 0.0003, 0.0004, 0.0005]","[0, 0, 0, 0, 0]","[194, 10, 184, 54, 78]","[0, 0, 0, 0, 0]",20260325.0
0.0001,0.0002,0.0001,0.0001,0.3959,0.0001,,,0.0002,,,0.0001,2.0260325112956664e+16,10010910,345.0,413.0,106.0,T,20342.0,"[0.0001, 0.0002, 0.0003, 0.0006, 0.0007]","[0, 0, 0, 0, 0]","[47, 725, 378, 100, 50]","[0, 0, 0, 0, 0]",20260325.0
0.0002,0.0002,0.0001,0.0001,0.3709,0.0001,,,0.0001,,,0.0001,2.0260325112956604e+16,10010911,591.0,791.0,64.0,T,13134.0,"[0.0001, 0.0002, 0.0003, 0.0006, 0.0019]","[0, 0, 0, 0, 0]","[11, 100, 80, 99, 30]","[0, 0, 0, 0, 0]",20260325.0
0.0003,0.0003,0.0001,0.0001,0.4125,0.0001,,,0.0004,,,0.0004,2.0260325112957816e+16,10010912,2732.0,3621.0,223.0,T,12014.0,"[0.0001, 0.0003, 0.0006, 0.0009, 0]","[0, 0, 0, 0, 0]","[26, 161, 5, 4, 0]","[0, 0, 0, 0, 0]",20260325.0
0.0018,0.0018,0.0001,0.0001,0.4366,0.0001,,,0.0045,,,0.0045,2.0260325112957684e+16,10010913,13468.0,45084.0,4721.0,T,29710.0,"[0.0001, 0.0003, 0.0004, 0.0005, 0.0006]","[0, 0, 0, 0, 0]","[113, 31, 24, 11, 11]","[0, 0, 0, 0, 0]",20260325.0
0.025,0.025,0.0025,0.0061,0.4861,0.0001,,,0.0382,,,0.0382,2.0260325112959724e+16,10010914,33514.0,1922739.0,7157.0,T,22717.0,"[0.0062, 0.0063, 0.0064, 0.0065, 0.0067]","[0.0061, 0.0059, 0.0055, 0.005, 0.0049]","[37, 48, 1, 1, 7]","[74, 108, 10, 10, 1]",20260325.0
0.1044,0.1046,0.0585,0.0762,0.574,0.0001,,,0.1261,,,0.1261,2.0260325112959584e+16,10010915,19481.0,13790268.0,6926.0,T,11569.0,"[0.0777, 0.0788, 0.0795, 0.08, 0.082]","[0.075, 0.0749, 0.0739, 0.072, 0.0701]","[4, 1, 1, 2, 1]","[2, 1, 1, 1, 1]",20260325.0
0.2146,0.2146,0.1556,0.1778,0.6718,0.0001,,,0.2217,,,0.2239,2.0260325113000004e+16,10010916,6884.0,11829725.0,2238.0,T,6222.0,"[0.184, 0.1865, 0.188, 0.1886, 0.1935]","[0.1701, 0.17, 0.168, 0.167, 0.1666]","[1, 1, 1, 10, 1]","[1, 2, 1, 1, 2]",20260325.0
0.31,0.31,0.2587,0.2772,0.7719,0.0001,,,0.324,,,0.324,2.0260325113000388e+16,10010917,1700.0,4594682.0,948.0,T,3101.0,"[0.3908, 0, 0, 0, 0]","[0.2742, 0.2724, 0.2718, 0.2713, 0.2695]","[10, 0, 0, 0, 0]","[1, 1, 1, 1, 6]",20260325.0
0.4052,0.4052,0.3608,0.3707,0.8718,0.0001,,,0.4239,,,0.4239,2.0260325113000044e+16,10010918,1081.0,4005420.0,657.0,T,1511.0,"[0.5308, 0, 0, 0, 0]","[0.2275, 0.1781, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.5007,0.5007,0.4608,0.4762,0.9717,0.0001,,,0.5238,,,0.5238,2.0260325113000184e+16,10010919,351.0,1649996.0,309.0,T,1477.0,"[0.6583, 0, 0, 0, 0]","[0.471, 0.4616, 0.2271, 0.0008, 0]","[10, 0, 0, 0, 0]","[5, 10, 3, 2000, 0]",20260325.0
0.7365,0.7365,0.7107,0.7194,1.2217,0.0001,,,0.7738,,,0.7738,2.0260325113000388e+16,10010920,99.0,707924.0,76.0,T,784.0,"[0.9083, 0, 0, 0, 0]","[0.55, 0.3946, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.2527,0.29,0.2527,0.2863,0.6938,0.0001,,,0.2459,,,0.2459,2.0260325113000184e+16,10010921,353.0,1000744.0,54.0,T,5533.0,"[0.29, 0.2925, 0.2929, 0.3, 0.303]","[0.2486, 0.2485, 0.23, 0.1033, 0]","[1, 10, 1, 2, 1]","[10, 1, 5, 7, 0]",20260325.0
0.197,0.2196,0.1966,0.2058,0.6342,0.0001,,,0.1863,,,0.1863,2.0260325112957756e+16,10010922,608.0,1294346.0,156.0,T,3757.0,"[0.2073, 0.209, 0.212, 0.215, 0.216]","[0.2044, 0.2028, 0.1998, 0.1968, 0.1938]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260325.0
0.145,0.1608,0.145,0.149,0.5829,0.0001,,,0.1371,,,0.1371,2.0260325113000184e+16,10010923,1784.0,2764941.0,482.0,T,7398.0,"[0.155, 0.1566, 0.1575, 0.1588, 0.1598]","[0.1496, 0.1488, 0.148, 0.1475, 0.1474]","[1, 10, 1, 1, 1]","[1, 2, 1, 2, 1]",20260325.0
0.105,0.1138,0.105,0.1065,0.5346,0.0001,,,0.0988,,,0.0988,2.0260325113000388e+16,10010924,1956.0,2151284.0,608.0,T,11201.0,"[0.1069, 0.1091, 0.111, 0.112, 0.1125]","[0.105, 0.1038, 0.1037, 0.1025, 0.102]","[1, 10, 1, 1, 1]","[1, 3, 10, 1, 3]",20260325.0
0.075,0.0798,0.0739,0.0743,0.4964,0.0001,,,0.0706,,,0.0706,2.0260325113000184e+16,10010925,6170.0,4721032.0,2374.0,T,17421.0,"[0.0746, 0.075, 0.0754, 0.0759, 0.0778]","[0.0726, 0.0725, 0.0708, 0.07, 0.0675]","[1, 2, 1, 10, 1]","[10, 1, 3, 37, 1]",20260325.0
0.0544,0.0568,0.0525,0.0528,0.4668,0.0001,,,0.051,,,0.051,2.0260325113000184e+16,10010926,5825.0,3160829.0,3446.0,T,14430.0,"[0.0529, 0.054, 0.0555, 0.0565, 0.0566]","[0.0525, 0.0515, 0.051, 0.0505, 0.05]","[30, 10, 1, 15, 5]","[50, 10, 50, 5, 5]",20260325.0
