order_book_id,product_name,symbol,contract_multiplier,listed_date,maturity_date,de_listed_date,strike_price,option_type,exercise_type,round_lot,type,underlying_order_book_id,underlying_symbol,exchange,market_tplus,trading_hours,trading_code
10004367,510300C2208M04700,300ETF购8月4700,10000,2022-06-23,2022-08-24,2022-08-24,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004367
10004368,510300P2208M03900,300ETF沽8月3900,10000,2022-06-23,2022-08-24,2022-08-24,3.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004368
10004369,510300P2208M04000,300ETF沽8月4000,10000,2022-06-23,2022-08-24,2022-08-24,4.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004369
10004370,510300P2208M04100,300ETF沽8月4100,10000,2022-06-23,2022-08-24,2022-08-24,4.1,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004370
10004371,510300P2208M04200,300ETF沽8月4200,10000,2022-06-23,2022-08-24,2022-08-24,4.2,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004371
10004372,510300P2208M04300,300ETF沽8月4300,10000,2022-06-23,2022-08-24,2022-08-24,4.3,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004372
10004373,510300P2208M04400,300ETF沽8月4400,10000,2022-06-23,2022-08-24,2022-08-24,4.4,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004373
10004374,510300P2208M04500,300ETF沽8月4500,10000,2022-06-23,2022-08-24,2022-08-24,4.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004374
10004375,510300P2208M04600,300ETF沽8月4600,10000,2022-06-23,2022-08-24,2022-08-24,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004375
10004376,510300P2208M04700,300ETF沽8月4700,10000,2022-06-23,2022-08-24,2022-08-24,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004376
10004379,510300C2207M04800,300ETF购7月4800,10000,2022-06-24,2022-07-27,2022-07-27,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004379
10004380,510300P2207M04800,300ETF沽7月4800,10000,2022-06-24,2022-07-27,2022-07-27,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004380
10004381,510300C2208M04800,300ETF购8月4800,10000,2022-06-24,2022-08-24,2022-08-24,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004381
10004382,510300P2208M04800,300ETF沽8月4800,10000,2022-06-24,2022-08-24,2022-08-24,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004382
10004383,510300C2212M04800,300ETF购12月4800,10000,2022-06-24,2022-12-28,2022-12-28,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004383
10004384,510300P2212M04800,300ETF沽12月4800,10000,2022-06-24,2022-12-28,2022-12-28,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004384
10004391,510300C2207M04900,300ETF购7月4900,10000,2022-06-28,2022-07-27,2022-07-27,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004391
10004392,510300P2207M04900,300ETF沽7月4900,10000,2022-06-28,2022-07-27,2022-07-27,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004392
10004393,510300C2208M04900,300ETF购8月4900,10000,2022-06-28,2022-08-24,2022-08-24,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004393
10004394,510300P2208M04900,300ETF沽8月4900,10000,2022-06-28,2022-08-24,2022-08-24,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004394
10004395,510300C2212M04900,300ETF购12月4900,10000,2022-06-28,2022-12-28,2022-12-28,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004395
10004396,510300P2212M04900,300ETF沽12月4900,10000,2022-06-28,2022-12-28,2022-12-28,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004396
10004423,510300C2303A03900,300ETF购3月3840A,10157,2022-07-28,2023-03-22,2023-03-22,3.84,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004423
10004424,510300C2303A04000,300ETF购3月3938A,10157,2022-07-28,2023-03-22,2023-03-22,3.938,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004424
10004425,510300C2303A04100,300ETF购3月4037A,10157,2022-07-28,2023-03-22,2023-03-22,4.037,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004425
10004426,510300C2303A04200,300ETF购3月4135A,10157,2022-07-28,2023-03-22,2023-03-22,4.135,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004426
10004427,510300C2303A04300,300ETF购3月4234A,10157,2022-07-28,2023-03-22,2023-03-22,4.234,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004427
10004428,510300C2303A04400,300ETF购3月4332A,10157,2022-07-28,2023-03-22,2023-03-22,4.332,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004428
10004429,510300C2303A04500,300ETF购3月4430A,10157,2022-07-28,2023-03-22,2023-03-22,4.43,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004429
10004430,510300C2303A04600,300ETF购3月4529A,10157,2022-07-28,2023-03-22,2023-03-22,4.529,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004430
10004431,510300C2303A04700,300ETF购3月4627A,10157,2022-07-28,2023-03-22,2023-03-22,4.627,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004431
10004432,510300P2303A03900,300ETF沽3月3840A,10157,2022-07-28,2023-03-22,2023-03-22,3.84,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004432
10004433,510300P2303A04000,300ETF沽3月3938A,10157,2022-07-28,2023-03-22,2023-03-22,3.938,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004433
10004434,510300P2303A04100,300ETF沽3月4037A,10157,2022-07-28,2023-03-22,2023-03-22,4.037,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004434
10004435,510300P2303A04200,300ETF沽3月4135A,10157,2022-07-28,2023-03-22,2023-03-22,4.135,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004435
10004436,510300P2303A04300,300ETF沽3月4234A,10157,2022-07-28,2023-03-22,2023-03-22,4.234,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004436
10004437,510300P2303A04400,300ETF沽3月4332A,10157,2022-07-28,2023-03-22,2023-03-22,4.332,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004437
10004438,510300P2303A04500,300ETF沽3月4430A,10157,2022-07-28,2023-03-22,2023-03-22,4.43,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004438
10004439,510300P2303A04600,300ETF沽3月4529A,10157,2022-07-28,2023-03-22,2023-03-22,4.529,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004439
10004440,510300P2303A04700,300ETF沽3月4627A,10157,2022-07-28,2023-03-22,2023-03-22,4.627,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004440
10004441,510300C2208M03800,300ETF购8月3800,10000,2022-08-01,2022-08-24,2022-08-24,3.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004441
10004442,510300P2208M03800,300ETF沽8月3800,10000,2022-08-01,2022-08-24,2022-08-24,3.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004442
10004443,510300C2303A03800,300ETF购3月3741A,10157,2022-08-01,2023-03-22,2023-03-22,3.741,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004443
10004444,510300P2303A03800,300ETF沽3月3741A,10157,2022-08-01,2023-03-22,2023-03-22,3.741,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004444
10004453,510300C2208M03700,300ETF购8月3700,10000,2022-08-04,2022-08-24,2022-08-24,3.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004453
10004454,510300P2208M03700,300ETF沽8月3700,10000,2022-08-04,2022-08-24,2022-08-24,3.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004454
10004455,510300C2303A03700,300ETF购3月3643A,10157,2022-08-04,2023-03-22,2023-03-22,3.643,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004455
10004456,510300P2303A03700,300ETF沽3月3643A,10157,2022-08-04,2023-03-22,2023-03-22,3.643,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004456
10004475,510300C2210M03700,300ETF购10月3700,10000,2022-08-25,2022-10-26,2022-10-26,3.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004475
10004476,510300C2210M03800,300ETF购10月3800,10000,2022-08-25,2022-10-26,2022-10-26,3.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004476
10004477,510300C2210M03900,300ETF购10月3900,10000,2022-08-25,2022-10-26,2022-10-26,3.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004477
10004478,510300C2210M04000,300ETF购10月4000,10000,2022-08-25,2022-10-26,2022-10-26,4.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004478
10004479,510300C2210M04100,300ETF购10月4100,10000,2022-08-25,2022-10-26,2022-10-26,4.1,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004479
10004480,510300C2210M04200,300ETF购10月4200,10000,2022-08-25,2022-10-26,2022-10-26,4.2,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004480
10004481,510300C2210M04300,300ETF购10月4300,10000,2022-08-25,2022-10-26,2022-10-26,4.3,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004481
10004482,510300C2210M04400,300ETF购10月4400,10000,2022-08-25,2022-10-26,2022-10-26,4.4,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004482
10004483,510300C2210M04500,300ETF购10月4500,10000,2022-08-25,2022-10-26,2022-10-26,4.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004483
10004484,510300P2210M03700,300ETF沽10月3700,10000,2022-08-25,2022-10-26,2022-10-26,3.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004484
10004485,510300P2210M03800,300ETF沽10月3800,10000,2022-08-25,2022-10-26,2022-10-26,3.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004485
10004486,510300P2210M03900,300ETF沽10月3900,10000,2022-08-25,2022-10-26,2022-10-26,3.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004486
10004487,510300P2210M04000,300ETF沽10月4000,10000,2022-08-25,2022-10-26,2022-10-26,4.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004487
10004488,510300P2210M04100,300ETF沽10月4100,10000,2022-08-25,2022-10-26,2022-10-26,4.1,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004488
10004489,510300P2210M04200,300ETF沽10月4200,10000,2022-08-25,2022-10-26,2022-10-26,4.2,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004489
10004490,510300P2210M04300,300ETF沽10月4300,10000,2022-08-25,2022-10-26,2022-10-26,4.3,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004490
10004491,510300P2210M04400,300ETF沽10月4400,10000,2022-08-25,2022-10-26,2022-10-26,4.4,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004491
10004492,510300P2210M04500,300ETF沽10月4500,10000,2022-08-25,2022-10-26,2022-10-26,4.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004492
10004495,510300C2210M04600,300ETF购10月4600,10000,2022-08-26,2022-10-26,2022-10-26,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004495
10004496,510300P2210M04600,300ETF沽10月4600,10000,2022-08-26,2022-10-26,2022-10-26,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004496
10004573,510300C2210M03600,300ETF购10月3600,10000,2022-09-19,2022-10-26,2022-10-26,3.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004573
10004574,510300P2210M03600,300ETF沽10月3600,10000,2022-09-19,2022-10-26,2022-10-26,3.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004574
10004575,510300C2303A03600,300ETF购3月3544A,10157,2022-09-19,2023-03-22,2023-03-22,3.544,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004575
10004576,510300P2303A03600,300ETF沽3月3544A,10157,2022-09-19,2023-03-22,2023-03-22,3.544,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004576
10004583,510300C2210M03500,300ETF购10月3500,10000,2022-09-23,2022-10-26,2022-10-26,3.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004583
10004584,510300P2210M03500,300ETF沽10月3500,10000,2022-09-23,2022-10-26,2022-10-26,3.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004584
10004585,510300C2303A03500,300ETF购3月3446A,10157,2022-09-23,2023-03-22,2023-03-22,3.446,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004585
10004586,510300P2303A03500,300ETF沽3月3446A,10157,2022-09-23,2023-03-22,2023-03-22,3.446,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004586
10004613,510300C2211M03500,300ETF购11月3500,10000,2022-09-29,2022-11-23,2022-11-23,3.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004613
10004614,510300C2211M03600,300ETF购11月3600,10000,2022-09-29,2022-11-23,2022-11-23,3.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004614
10004615,510300C2211M03700,300ETF购11月3700,10000,2022-09-29,2022-11-23,2022-11-23,3.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004615
10004616,510300C2211M03800,300ETF购11月3800,10000,2022-09-29,2022-11-23,2022-11-23,3.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004616
10004617,510300C2211M03900,300ETF购11月3900,10000,2022-09-29,2022-11-23,2022-11-23,3.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004617
10004618,510300C2211M04000,300ETF购11月4000,10000,2022-09-29,2022-11-23,2022-11-23,4.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004618
10004619,510300C2211M04100,300ETF购11月4100,10000,2022-09-29,2022-11-23,2022-11-23,4.1,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004619
10004620,510300C2211M04200,300ETF购11月4200,10000,2022-09-29,2022-11-23,2022-11-23,4.2,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004620
10004621,510300C2211M04300,300ETF购11月4300,10000,2022-09-29,2022-11-23,2022-11-23,4.3,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004621
10004622,510300P2211M03500,300ETF沽11月3500,10000,2022-09-29,2022-11-23,2022-11-23,3.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004622
10004623,510300P2211M03600,300ETF沽11月3600,10000,2022-09-29,2022-11-23,2022-11-23,3.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004623
10004624,510300P2211M03700,300ETF沽11月3700,10000,2022-09-29,2022-11-23,2022-11-23,3.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004624
10004625,510300P2211M03800,300ETF沽11月3800,10000,2022-09-29,2022-11-23,2022-11-23,3.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004625
10004626,510300P2211M03900,300ETF沽11月3900,10000,2022-09-29,2022-11-23,2022-11-23,3.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004626
10004627,510300P2211M04000,300ETF沽11月4000,10000,2022-09-29,2022-11-23,2022-11-23,4.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004627
10004628,510300P2211M04100,300ETF沽11月4100,10000,2022-09-29,2022-11-23,2022-11-23,4.1,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004628
10004629,510300P2211M04200,300ETF沽11月4200,10000,2022-09-29,2022-11-23,2022-11-23,4.2,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004629
10004630,510300P2211M04300,300ETF沽11月4300,10000,2022-09-29,2022-11-23,2022-11-23,4.3,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004630
10004639,510300C2210M03400,300ETF购10月3400,10000,2022-10-11,2022-10-26,2022-10-26,3.4,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004639
10004640,510300P2210M03400,300ETF沽10月3400,10000,2022-10-11,2022-10-26,2022-10-26,3.4,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004640
10004641,510300C2211M03400,300ETF购11月3400,10000,2022-10-11,2022-11-23,2022-11-23,3.4,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004641
10004642,510300P2211M03400,300ETF沽11月3400,10000,2022-10-11,2022-11-23,2022-11-23,3.4,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004642
10004643,510300C2212M03400,300ETF购12月3400,10000,2022-10-11,2022-12-28,2022-12-28,3.4,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004643
10004644,510300P2212M03400,300ETF沽12月3400,10000,2022-10-11,2022-12-28,2022-12-28,3.4,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004644
10004645,510300C2303A03400,300ETF购3月3347A,10157,2022-10-11,2023-03-22,2023-03-22,3.347,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004645
10004646,510300P2303A03400,300ETF沽3月3347A,10157,2022-10-11,2023-03-22,2023-03-22,3.347,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004646
10004671,510300C2210M03300,300ETF购10月3300,10000,2022-10-25,2022-10-26,2022-10-26,3.3,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004671
10004672,510300P2210M03300,300ETF沽10月3300,10000,2022-10-25,2022-10-26,2022-10-26,3.3,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004672
10004673,510300C2211M03300,300ETF购11月3300,10000,2022-10-25,2022-11-23,2022-11-23,3.3,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004673
10004674,510300P2211M03300,300ETF沽11月3300,10000,2022-10-25,2022-11-23,2022-11-23,3.3,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004674
10004675,510300C2212M03300,300ETF购12月3300,10000,2022-10-25,2022-12-28,2022-12-28,3.3,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004675
10004676,510300P2212M03300,300ETF沽12月3300,10000,2022-10-25,2022-12-28,2022-12-28,3.3,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004676
10004677,510300C2303A03300,300ETF购3月3249A,10157,2022-10-25,2023-03-22,2023-03-22,3.249,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004677
10004678,510300P2303A03300,300ETF沽3月3249A,10157,2022-10-25,2023-03-22,2023-03-22,3.249,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004678
10004697,510300C2306A03300,300ETF购6月3249A,10157,2022-10-27,2023-06-28,2023-06-28,3.249,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004697
10004698,510300C2306A03400,300ETF购6月3347A,10157,2022-10-27,2023-06-28,2023-06-28,3.347,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004698
10004699,510300C2306A03500,300ETF购6月3446A,10157,2022-10-27,2023-06-28,2023-06-28,3.446,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004699
10004700,510300C2306A03600,300ETF购6月3544A,10157,2022-10-27,2023-06-28,2023-06-28,3.544,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004700
10004701,510300C2306A03700,300ETF购6月3643A,10157,2022-10-27,2023-06-28,2023-06-28,3.643,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004701
10004702,510300C2306A03800,300ETF购6月3741A,10157,2022-10-27,2023-06-28,2023-06-28,3.741,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004702
10004703,510300C2306A03900,300ETF购6月3840A,10157,2022-10-27,2023-06-28,2023-06-28,3.84,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004703
10004704,510300C2306A04000,300ETF购6月3938A,10157,2022-10-27,2023-06-28,2023-06-28,3.938,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004704
10004705,510300C2306A04100,300ETF购6月4037A,10157,2022-10-27,2023-06-28,2023-06-28,4.037,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004705
10004706,510300P2306A03300,300ETF沽6月3249A,10157,2022-10-27,2023-06-28,2023-06-28,3.249,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004706
10004707,510300P2306A03400,300ETF沽6月3347A,10157,2022-10-27,2023-06-28,2023-06-28,3.347,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004707
10004708,510300P2306A03500,300ETF沽6月3446A,10157,2022-10-27,2023-06-28,2023-06-28,3.446,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004708
10004709,510300P2306A03600,300ETF沽6月3544A,10157,2022-10-27,2023-06-28,2023-06-28,3.544,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004709
10004710,510300P2306A03700,300ETF沽6月3643A,10157,2022-10-27,2023-06-28,2023-06-28,3.643,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004710
10004711,510300P2306A03800,300ETF沽6月3741A,10157,2022-10-27,2023-06-28,2023-06-28,3.741,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004711
10004712,510300P2306A03900,300ETF沽6月3840A,10157,2022-10-27,2023-06-28,2023-06-28,3.84,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004712
10004713,510300P2306A04000,300ETF沽6月3938A,10157,2022-10-27,2023-06-28,2023-06-28,3.938,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004713
10004714,510300P2306A04100,300ETF沽6月4037A,10157,2022-10-27,2023-06-28,2023-06-28,4.037,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004714
10004749,510300C2211M03200,300ETF购11月3200,10000,2022-10-31,2022-11-23,2022-11-23,3.2,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004749
10004750,510300P2211M03200,300ETF沽11月3200,10000,2022-10-31,2022-11-23,2022-11-23,3.2,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004750
10004751,510300C2212M03200,300ETF购12月3200,10000,2022-10-31,2022-12-28,2022-12-28,3.2,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004751
10004752,510300P2212M03200,300ETF沽12月3200,10000,2022-10-31,2022-12-28,2022-12-28,3.2,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10004752
