open,high,low,last,limit_up,limit_down,iopv,pre_iopv,prev_close,close,settlement,prev_settlement,datetime,order_book_id,volume,total_turnover,num_trades,trading_phase_code,open_interest,ask,bid,ask_vol,bid_vol,trading_date
0.0003,0.0016,0.0003,0.0009,0.3027,0.0001,,,0.0003,0.0009,,0.0001,2.0260323150000464e+16,10009661,495.0,4571.86,88.0,T,5671.0,"[0.001, 0.0014, 0.0019, 0.002, 0.0021]","[0.0008, 0.0006, 0.0003, 0.0001, 0]","[1, 1, 1, 11, 5]","[1, 10, 2, 48, 0]",20260323.0
0.0002,0.0023,0.0001,0.0014,0.3223,0.0001,,,0.0001,0.0014,,0.0001,2.0260323150000216e+16,10009662,1250.0,16940.29,284.0,T,5285.0,"[0.0015, 0.0017, 0.002, 0.0023, 0.0024]","[0.0014, 0.0011, 0.0009, 0.0006, 0.0005]","[1, 1, 1, 1, 4]","[1, 2, 2, 10, 2]",20260323.0
0.0002,0.0035,0.0001,0.0024,0.3418,0.0001,,,0.0002,0.0024,,0.0002,2.026032315000049e+16,10009663,7006.0,163945.57,983.0,T,7683.0,"[0.0025, 0.003, 0.0031, 0.0032, 0.0033]","[0.0024, 0.0022, 0.002, 0.0017, 0.0016]","[2, 1, 2, 1, 2]","[1, 686, 1, 1, 14]",20260323.0
0.0004,0.0059,0.0004,0.0032,0.3616,0.0001,,,0.0004,0.0032,,0.0004,2.026032315000011e+16,10009664,2556.0,77728.73,351.0,T,5702.0,"[0.0038, 0.0039, 0.004, 0.0041, 0.0042]","[0.0032, 0.0031, 0.003, 0.0028, 0.0026]","[1, 50, 40, 4, 1]","[6, 1, 2, 1, 1]",20260323.0
0.0008,0.0107,0.0008,0.0057,0.3815,0.0001,,,0.0009,0.0057,,0.0009,2.026032315000025e+16,10009665,3975.0,170474.0,650.0,T,4878.0,"[0.0064, 0.0066, 0.0067, 0.0068, 0.0069]","[0.0056, 0.0055, 0.0054, 0.0053, 0.0052]","[1, 1, 1, 3, 1]","[2, 1, 2, 2, 2]",20260323.0
0.0014,0.0227,0.0004,0.0125,0.4016,0.0001,,,0.0016,0.0125,,0.0016,2.0260323150000332e+16,10009666,13638.0,1643382.16,2591.0,T,5655.0,"[0.0125, 0.0126, 0.013, 0.0131, 0.0132]","[0.0123, 0.0121, 0.0118, 0.0117, 0.0116]","[1, 1, 2, 1, 2]","[11, 1, 1, 6, 2]",20260323.0
0.0047,0.05,0.0047,0.0305,0.4231,0.0001,,,0.0035,0.0305,,0.0035,2.026032315000023e+16,10009667,30100.0,7092432.25,6527.0,T,10312.0,"[0.0306, 0.0309, 0.0313, 0.0315, 0.0316]","[0.0305, 0.0303, 0.0298, 0.0297, 0.0294]","[13, 2, 1, 1, 1]","[6, 1, 2, 1, 1]",20260323.0
0.0172,0.1048,0.0172,0.0763,0.4509,0.0001,,,0.0119,0.0763,,0.0119,2.0260323150000416e+16,10009668,44899.0,23279003.26,10978.0,T,9557.0,"[0.0761, 0.0762, 0.0763, 0.0765, 0.0768]","[0.0755, 0.0752, 0.0741, 0.0736, 0.0731]","[1, 1, 11, 1, 2]","[1, 1, 1, 2, 1]",20260323.0
0.9117,0.915,0.7968,0.7968,1.4276,0.5124,,,0.9896,0.7968,,0.97,2.026032315000031e+16,10009755,59.0,536082.95,10.0,T,339.0,"[0.8323, 0.8333, 0.8403, 0.8423, 0.8465]","[0.8212, 0.8158, 0.8091, 0.8063, 0.8023]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0002,0.0007,0.0001,0.0006,0.2637,0.0001,,,0.0002,0.0006,,0.0001,2.026032315000043e+16,10009756,1032.0,4563.65,133.0,T,20008.0,"[0.0005, 0.0006, 0.0007, 0.0009, 0.001]","[0.0004, 0.0003, 0.0001, 0, 0]","[2, 36, 30, 1, 2]","[1, 3, 59, 0, 0]",20260323.0
0.0189,0.02,0.0038,0.0044,0.4871,0.0001,,,0.03,0.0044,,0.03,2.0260323150000216e+16,10009763,37164.0,3680406.67,8302.0,T,16293.0,"[0.0044, 0.0045, 0.0048, 0.0052, 0.0053]","[0.0043, 0.0042, 0.0041, 0.004, 0.0039]","[112, 260, 1, 1, 1]","[1, 1, 1, 2, 2]",20260323.0
0.0631,0.185,0.0631,0.1561,0.4988,0.0001,,,0.0412,0.1561,,0.0412,2.0260323150000464e+16,10009764,32787.0,37207335.96,7885.0,T,8877.0,"[0.1562, 0.1564, 0.1574, 0.1581, 0.1582]","[0.1561, 0.1545, 0.1542, 0.1516, 0.15]","[1, 3, 1, 1, 11]","[3, 1, 1, 1, 1]",20260323.0
0.0025,0.0041,0.0013,0.0018,0.4534,0.0001,,,0.006,0.0018,,0.006,2.026032315000011e+16,10009799,17460.0,445309.65,3233.0,T,13017.0,"[0.0019, 0.0024, 0.0025, 0.0026, 0.0027]","[0.0018, 0.0013, 0.0012, 0.0011, 0.001]","[1, 3, 34, 3, 61]","[1, 2, 1, 1, 1]",20260323.0
0.1488,0.2759,0.1488,0.2492,0.5696,0.0001,,,0.112,0.2492,,0.112,2.026032315000031e+16,10009800,10112.0,20688839.59,2797.0,T,6984.0,"[0.2504, 0.2522, 0.2531, 0.2548, 0.2556]","[0.2472, 0.2451, 0.2411, 0.241, 0.2399]","[1, 1, 1, 1, 1]","[1, 1, 1, 2, 2]",20260323.0
0.0007,0.0012,0.0001,0.0005,0.4389,0.0001,,,0.0013,0.0005,,0.0013,2.026032315000011e+16,10009823,5426.0,38623.77,1166.0,T,14611.0,"[0.0006, 0.0008, 0.0009, 0.001, 0.0015]","[0.0005, 0.0004, 0.0003, 0.0002, 0.0001]","[1, 11, 2, 105, 1]","[1, 12, 5, 15, 23]",20260323.0
0.241,0.3694,0.241,0.3475,0.6627,0.0001,,,0.205,0.3475,,0.2051,2.026032315000023e+16,10009824,3051.0,9413255.54,863.0,T,2725.0,"[0.348, 0.3507, 0.3526, 0.3564, 0.357]","[0.3437, 0.3401, 0.3381, 0.3359, 0.3341]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0003,0.0009,0.0003,0.0004,0.4286,0.0001,,,0.0007,0.0004,,0.0007,2.0260323150000416e+16,10009871,1993.0,9987.08,709.0,T,19214.0,"[0.0005, 0.0007, 0.0008, 0.0009, 0.0014]","[0.0004, 0.0002, 0.0001, 0, 0]","[1, 5, 1, 2, 10]","[4, 19, 32, 0, 0]",20260323.0
0.3366,0.4699,0.3366,0.454,0.7589,0.0001,,,0.3013,0.454,,0.3013,2.0260323150000424e+16,10009872,872.0,3836974.27,450.0,T,1989.0,"[0.4447, 0.4481, 0.4517, 0.4562, 0.4577]","[0.4392, 0.4346, 0.4344, 0.4303, 0.4273]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0003,0.0005,0.0002,0.0003,0.4039,0.0001,,,0.0004,0.0003,,0.0004,2.026032315000011e+16,10010029,2024.0,6312.98,701.0,T,15868.0,"[0.0004, 0.0005, 0.0006, 0.0008, 0.0009]","[0.0003, 0.0002, 0.0001, 0, 0]","[37, 252, 311, 1, 2]","[11, 21, 40, 0, 0]",20260323.0
0.5787,0.7125,0.5787,0.6878,1.0023,0.0871,,,0.5447,0.6878,,0.5447,2.0260323150000024e+16,10010030,612.0,4164978.26,454.0,T,1817.0,"[0.6902, 0.6947, 0.7015, 0.702, 0.706]","[0.6809, 0.68, 0.6787, 0.6765, 0.675]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0003,0.0003,0.0001,0.0003,0.3794,0.0001,,,0.0003,0.0003,,0.0003,2.026032315000036e+16,10010181,1655.0,4871.45,182.0,T,6625.0,"[0.0003, 0.0004, 0.0005, 0.0007, 0.0009]","[0.0002, 0.0001, 0, 0, 0]","[54, 63, 49, 1, 2]","[10, 330, 0, 0, 0]",20260323.0
0.8307,0.95,0.8307,0.94,1.2452,0.33,,,0.7383,0.94,,0.7876,2.0260323150000416e+16,10010182,36.0,334220.53,27.0,T,888.0,"[0.9345, 0.9407, 0.946, 0.9514, 0.9561]","[0.9221, 0.922, 0.9147, 0.9107, 0.9062]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.379,0.379,0.2948,0.2962,0.8726,0.0001,,,0.415,0.2962,,0.415,2.0260323150000344e+16,10010313,2722.0,9054636.73,1043.0,T,4679.0,"[0.3169, 0.3229, 0.3279, 0.3288, 0.3316]","[0.3117, 0.3107, 0.3022, 0.3016, 0.299]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3093,0.3093,0.2326,0.2359,0.7962,0.0001,,,0.342,0.2359,,0.3386,2.0260323150000416e+16,10010314,139.0,401114.7,97.0,T,873.0,"[0.2534, 0.2577, 0.2614, 0.2624, 0.2646]","[0.2484, 0.247, 0.2406, 0.2389, 0.2377]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2449,0.2449,0.1775,0.1796,0.7252,0.0001,,,0.2685,0.1796,,0.2676,2.026032315000011e+16,10010315,1137.0,2381889.78,561.0,T,1416.0,"[0.1964, 0.2007, 0.2032, 0.2048, 0.2055]","[0.1925, 0.1907, 0.1869, 0.1849, 0.1841]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1944,0.1944,0.1361,0.1485,0.6633,0.0001,,,0.2119,0.1485,,0.2057,2.026032315000031e+16,10010316,1617.0,2598259.84,767.0,T,2219.0,"[0.1504, 0.154, 0.1554, 0.1566, 0.1572]","[0.1474, 0.1443, 0.1436, 0.1425, 0.1413]","[1, 1, 1, 1, 1]","[1, 1, 6, 1, 1]",20260323.0
0.139,0.139,0.1022,0.1106,0.6125,0.0001,,,0.1554,0.1106,,0.1554,2.026032315000023e+16,10010317,1228.0,1450272.55,505.0,T,3401.0,"[0.1131, 0.1169, 0.1171, 0.1176, 0.1188]","[0.1109, 0.1079, 0.107, 0.1064, 0.1046]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1033,0.1047,0.077,0.0826,0.5616,0.0001,,,0.1143,0.0826,,0.1142,2.026032315000031e+16,10010318,3051.0,2791339.7,1269.0,T,5288.0,"[0.0847, 0.0877, 0.0884, 0.0888, 0.0893]","[0.083, 0.0806, 0.0804, 0.0798, 0.0782]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0738,0.0772,0.0578,0.0625,0.5205,0.0001,,,0.0832,0.0625,,0.0829,2.026032315000011e+16,10010319,1768.0,1182494.75,592.0,T,4318.0,"[0.0632, 0.0655, 0.066, 0.0668, 0.0669]","[0.062, 0.0601, 0.0597, 0.0594, 0.0588]","[1, 1, 1, 2, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0529,0.0583,0.0437,0.047,0.4879,0.0001,,,0.06,0.047,,0.06,2.0260323150000012e+16,10010320,4226.0,2094996.58,1194.0,T,8092.0,"[0.0476, 0.0492, 0.0496, 0.0503, 0.0505]","[0.0467, 0.0452, 0.0449, 0.0447, 0.0445]","[1, 1, 1, 1, 2]","[1, 1, 1, 1, 1]",20260323.0
0.025,0.0308,0.0208,0.0246,0.432,0.0001,,,0.0285,0.0246,,0.0285,2.026032315000049e+16,10010321,3938.0,1006968.73,963.0,T,13267.0,"[0.0252, 0.0256, 0.0259, 0.0266, 0.0267]","[0.0246, 0.024, 0.0239, 0.0237, 0.0236]","[1, 1, 1, 2, 2]","[1, 1, 1, 1, 1]",20260323.0
0.0671,0.1236,0.0668,0.111,0.4423,0.0001,,,0.0617,0.111,,0.0617,2.0260323150000216e+16,10010322,7702.0,7001923.66,3493.0,T,12627.0,"[0.1128, 0.1139, 0.1162, 0.1172, 0.1173]","[0.1106, 0.1069, 0.1058, 0.1056, 0.1055]","[1, 1, 1, 4, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0885,0.16,0.0885,0.1441,0.4819,0.0001,,,0.0819,0.1441,,0.0819,2.026032315000003e+16,10010323,1851.0,2256297.12,817.0,T,3305.0,"[0.1456, 0.1457, 0.1501, 0.151, 0.152]","[0.1427, 0.1382, 0.1366, 0.1364, 0.1337]","[1, 1, 1, 1, 1]","[1, 1, 2, 1, 1]",20260323.0
0.1186,0.32,0.1186,0.1913,0.5283,0.0001,,,0.1087,0.1913,,0.1087,2.026032315000035e+16,10010324,2298.0,4022377.6,606.0,T,3849.0,"[0.1864, 0.1873, 0.1929, 0.1938, 0.1957]","[0.1835, 0.178, 0.1766, 0.1762, 0.1755]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1559,0.2564,0.1556,0.2483,0.583,0.0001,,,0.144,0.2483,,0.144,2.0260323150000216e+16,10010325,1181.0,2521567.37,271.0,T,2606.0,"[0.2371, 0.2382, 0.2453, 0.2458, 0.2486]","[0.2335, 0.2266, 0.2261, 0.2251, 0.2231]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.211,0.3196,0.195,0.3043,0.6481,0.0001,,,0.1914,0.3043,,0.1905,2.0260323150000224e+16,10010326,296.0,836264.9,130.0,T,1932.0,"[0.2982, 0.2987, 0.3076, 0.3085, 0.3119]","[0.2928, 0.2871, 0.2841, 0.2836, 0.2806]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2717,0.3885,0.2717,0.3885,0.704,0.0001,,,0.2464,0.3885,,0.2464,2.0260323150000416e+16,10010327,512.0,1715760.31,213.0,T,3095.0,"[0.3668, 0.3675, 0.3774, 0.3799, 0.3834]","[0.3602, 0.3553, 0.3516, 0.3487, 0.3455]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3393,0.4646,0.3393,0.4504,0.7699,0.0001,,,0.3069,0.4504,,0.3123,2.0260323150000416e+16,10010328,281.0,1213698.49,61.0,T,1975.0,"[0.4428, 0.4459, 0.4551, 0.4603, 0.4636]","[0.4371, 0.4311, 0.4275, 0.4215, 0.4186]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.4202,0.5444,0.4202,0.5444,0.8442,0.0001,,,0.3794,0.5444,,0.3866,2.0260323150000216e+16,10010329,101.0,511196.29,18.0,T,2273.0,"[0.5246, 0.5284, 0.5372, 0.5455, 0.5488]","[0.5179, 0.5125, 0.5084, 0.499, 0.496]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.6585,0.6883,0.6585,0.6883,1.0548,0.1396,,,0.5765,0.6883,,0.5972,2.026032315000032e+16,10010330,30.0,205743.78,2.0,T,4095.0,"[0.7448, 0.7492, 0.7585, 0.7765, 0.7793]","[0.7344, 0.7319, 0.7281, 0.7085, 0.706]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0151,0.0192,0.0116,0.0158,0.3961,0.0001,,,0.017,0.0158,,0.017,2.0260323150000052e+16,10010391,20810.0,3263123.23,5503.0,T,25438.0,"[0.016, 0.0161, 0.0167, 0.0168, 0.017]","[0.0158, 0.0156, 0.0155, 0.0154, 0.0152]","[10, 1, 3, 4, 1]","[4, 1, 1, 10, 1]",20260323.0
0.876,1.0018,0.876,1.0018,1.2876,0.3724,,,0.83,1.0018,,0.83,2.0260323150000516e+16,10010392,32.0,307782.56,8.0,T,3023.0,"[0.9781, 0.9848, 0.991, 1.0198, 1.0232]","[0.9653, 0.9641, 0.9601, 0.9303, 0.9272]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0002,0.0003,0.0001,0.0002,0.355,0.0001,,,0.0003,0.0002,,0.0002,2.026032315000043e+16,10010409,2753.0,4373.84,334.0,T,15161.0,"[0.0003, 0.0004, 0.0006, 0.0009, 0.0013]","[0.0002, 0.0001, 0, 0, 0]","[354, 5, 1, 11, 2]","[94, 422, 0, 0, 0]",20260323.0
1.0845,1.1972,1.0845,1.1972,1.4859,0.5707,,,1.0283,1.1972,,1.0283,2.0260323150000216e+16,10010410,4.0,46945.66,4.0,T,2974.0,"[1.178, 1.1863, 1.1891, 1.2004, 1.2049]","[1.1644, 1.1629, 1.1579, 1.1476, 1.1434]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0095,0.0126,0.0078,0.0107,0.3657,0.0001,,,0.0109,0.0107,,0.0109,2.0260323150000516e+16,10010411,35971.0,3797616.91,4043.0,T,21564.0,"[0.0112, 0.0113, 0.0115, 0.0116, 0.0117]","[0.0107, 0.0106, 0.0104, 0.0103, 0.0102]","[2, 1, 1, 1, 3]","[1, 1, 1, 2, 1]",20260323.0
1.12,1.2354,1.12,1.2354,1.5233,0.6081,,,1.0657,1.2354,,1.0657,2.0260323150000416e+16,10010412,469.0,5762239.67,56.0,T,3387.0,"[1.2148, 1.2217, 1.2273, 1.2675, 1.2706]","[1.1997, 1.1975, 1.1962, 1.1552, 1.1524]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.4535,0.4589,0.3582,0.3813,0.9543,0.0391,,,0.498,0.3813,,0.4967,2.026032315000044e+16,10010425,461.0,1862783.03,148.0,T,1305.0,"[0.39, 0.3952, 0.4004, 0.4028, 0.406]","[0.3837, 0.3823, 0.3821, 0.3817, 0.3813]","[1, 1, 1, 1, 1]","[1, 1, 1, 2, 3]",20260323.0
0.0507,0.0961,0.0478,0.0865,0.4053,0.0001,,,0.0441,0.0865,,0.0441,2.0260323150000216e+16,10010426,50728.0,35198861.96,6746.0,T,16153.0,"[0.0872, 0.0888, 0.0896, 0.0907, 0.0911]","[0.0865, 0.0864, 0.0854, 0.0825, 0.0818]","[1, 1, 1, 1, 1]","[7, 28, 1, 1, 1]",20260323.0
0.237,0.237,0.1219,0.1435,0.7336,0.0001,,,0.2717,0.1435,,0.276,2.0260323150000216e+16,10010903,5264.0,7771378.0,1490.0,T,2761.0,"[0.1435, 0.1436, 0.145, 0.1451, 0.1458]","[0.1428, 0.1426, 0.1418, 0.1408, 0.1407]","[2, 1, 10, 1, 1]","[1, 1, 1, 2, 1]",20260323.0
0.1442,0.1462,0.0487,0.0649,0.6336,0.0001,,,0.1765,0.0649,,0.176,2.0260323150000344e+16,10010904,80849.0,63742872.0,19320.0,T,18936.0,"[0.065, 0.0654, 0.0659, 0.066, 0.0666]","[0.0649, 0.0647, 0.0645, 0.0644, 0.064]","[39, 1, 1, 2, 3]","[89, 6, 3, 1, 16]",20260323.0
0.06,0.0605,0.0141,0.0185,0.5422,0.0001,,,0.0846,0.0185,,0.0846,2.0260323150000416e+16,10010905,196753.0,61903816.0,46484.0,T,44896.0,"[0.0185, 0.0186, 0.0187, 0.0188, 0.0189]","[0.0184, 0.0183, 0.0182, 0.0181, 0.018]","[74, 4, 2, 317, 10]","[10, 50, 12, 17, 1]",20260323.0
0.0138,0.0149,0.0028,0.0032,0.478,0.0001,,,0.0228,0.0032,,0.0228,2.026032315000031e+16,10010906,130684.0,9502140.0,26013.0,T,68468.0,"[0.0034, 0.0035, 0.0037, 0.0042, 0.0043]","[0.0032, 0.0031, 0.003, 0.0029, 0.0028]","[4, 1, 6, 1, 2]","[200, 102, 13, 1, 3]",20260323.0
0.0029,0.0033,0.0009,0.0013,0.4492,0.0001,,,0.004,0.0013,,0.004,2.0260323150000224e+16,10010907,50039.0,870124.0,9931.0,T,68659.0,"[0.0013, 0.0014, 0.0015, 0.0016, 0.0017]","[0.0011, 0.0009, 0.0008, 0.0006, 0.0005]","[6, 1, 23, 42, 24]","[11, 2, 22, 1, 1]",20260323.0
0.0012,0.0017,0.0005,0.0011,0.4365,0.0001,,,0.0017,0.0011,,0.0013,2.026032315000031e+16,10010908,18053.0,220160.0,5409.0,T,62643.0,"[0.0012, 0.0013, 0.0014, 0.0015, 0.0016]","[0.0011, 0.001, 0.0009, 0.0008, 0.0007]","[2, 16, 1, 180, 66]","[10, 40, 1, 52, 1]",20260323.0
0.0004,0.001,0.0002,0.0004,0.4258,0.0001,,,0.0006,0.0004,,0.0006,2.0260323150000216e+16,10010909,8353.0,41463.0,2191.0,T,22270.0,"[0.0005, 0.0007, 0.0008, 0.0009, 0.0012]","[0.0004, 0.0003, 0.0002, 0.0001, 0]","[39, 4, 114, 161, 1]","[19, 12, 306, 372, 0]",20260323.0
0.0004,0.0008,0.0001,0.0005,0.4156,0.0001,,,0.0004,0.0005,,0.0004,2.0260323150000216e+16,10010910,4882.0,26492.0,897.0,T,23919.0,"[0.0006, 0.0008, 0.0009, 0.001, 0.0016]","[0.0005, 0.0004, 0.0002, 0.0001, 0]","[33, 53, 2, 13, 2]","[35, 1, 11, 50, 0]",20260323.0
0.0001,0.0005,0.0001,0.0003,0.3905,0.0001,,,0.0003,0.0003,,0.0003,2.0260323150000216e+16,10010911,2302.0,5152.0,594.0,T,13732.0,"[0.0004, 0.0007, 0.0009, 0.0014, 0.0015]","[0.0003, 0.0002, 0.0001, 0, 0]","[33, 1, 2, 1, 4]","[29, 90, 49, 0, 0]",20260323.0
0.0019,0.0248,0.0016,0.0131,0.404,0.0001,,,0.0016,0.0131,,0.0016,2.026032315000043e+16,10010912,50547.0,6099541.0,10407.0,T,20798.0,"[0.0137, 0.0139, 0.014, 0.0141, 0.0142]","[0.0131, 0.013, 0.0129, 0.0128, 0.0127]","[4, 4, 37, 2, 50]","[3, 46, 1, 2, 2]",20260323.0
0.0063,0.0555,0.0057,0.0341,0.4284,0.0001,,,0.006,0.0341,,0.006,2.026032315000049e+16,10010913,111350.0,28602204.0,23782.0,T,33218.0,"[0.0341, 0.0342, 0.0343, 0.0344, 0.0347]","[0.034, 0.0336, 0.0335, 0.0334, 0.0332]","[7, 1, 1, 1, 11]","[5, 5, 2, 2, 2]",20260323.0
0.0246,0.1173,0.0238,0.0853,0.4569,0.0001,,,0.0145,0.0853,,0.0145,2.026032315000031e+16,10010914,161430.0,90451459.0,35897.0,T,45075.0,"[0.0853, 0.0856, 0.0862, 0.0865, 0.0877]","[0.0846, 0.0845, 0.0843, 0.0841, 0.0833]","[21, 20, 10, 3, 2]","[1, 1, 1, 3, 1]",20260323.0
0.08,0.205,0.0771,0.1733,0.51,0.0001,,,0.0524,0.1733,,0.0524,2.0260323150000416e+16,10010915,99745.0,135037296.0,24089.0,T,39366.0,"[0.1733, 0.1735, 0.1737, 0.1738, 0.1739]","[0.1729, 0.1728, 0.1726, 0.1725, 0.1715]","[1, 1, 1, 1, 1]","[2, 1, 2, 30, 1]",20260323.0
0.171,0.2971,0.1599,0.2691,0.5892,0.0001,,,0.1316,0.2691,,0.1316,2.0260323150000216e+16,10010916,35363.0,81544552.0,11099.0,T,28360.0,"[0.272, 0.2742, 0.2753, 0.2774, 0.2783]","[0.2691, 0.2687, 0.2662, 0.2658, 0.2655]","[1, 1, 1, 1, 1]","[3, 1, 2, 1, 1]",20260323.0
0.2648,0.3985,0.2648,0.37,0.6886,0.0001,,,0.231,0.37,,0.231,2.0260323150000452e+16,10010917,8769.0,30080455.0,3206.0,T,12851.0,"[0.3736, 0.3745, 0.3775, 0.3813, 0.3822]","[0.37, 0.367, 0.3641, 0.3636, 0.3621]","[1, 1, 1, 1, 1]","[49, 1, 1, 1, 1]",20260323.0
0.3682,0.5504,0.3682,0.4809,0.7872,0.0001,,,0.3296,0.4809,,0.3296,2.026032315000036e+16,10010918,1807.0,7997412.0,606.0,T,3422.0,"[0.4723, 0.4755, 0.4793, 0.4839, 0.4852]","[0.468, 0.4661, 0.4619, 0.4618, 0.4609]","[1, 1, 1, 1, 1]","[50, 1, 1, 1, 1]",20260323.0
0.4338,0.5966,0.4338,0.573,0.8854,0.0001,,,0.4278,0.573,,0.4278,2.0260323150000216e+16,10010919,651.0,3579581.0,271.0,T,2431.0,"[0.5731, 0.5766, 0.5817, 0.5851, 0.5863]","[0.5652, 0.5623, 0.5584, 0.5541, 0.5538]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
