time,expiry,type,k1,k2,k3,min_profit,max_profit,leg1,leg2,leg3
2026-03-24 10:45:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:39:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:34:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:32:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 11:18:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:37:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:31:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:26:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:30:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:25:00,202604,C,8900.0,9000.0,9400.0,0.16,80.16,MO2604C8900,MO2604C9000,MO2604C9400
2026-03-24 11:00:00,202604,C,8900.0,9000.0,9300.0,0.15,75.15,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 09:40:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:29:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:06:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:02:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 09:31:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 09:35:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:14:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:08:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:23:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:25:00,202604,C,8900.0,9000.0,9500.0,0.1333,83.4667,MO2604C8900,MO2604C9000,MO2604C9500
2026-03-24 10:30:00,202604,C,8600.0,8800.0,8900.0,0.1333,66.8,MO2604C8600,MO2604C8800,MO2604C8900
2026-03-24 10:29:00,202604,C,8600.0,8800.0,8900.0,0.1333,66.8,MO2604C8600,MO2604C8800,MO2604C8900
2026-03-24 11:17:00,202604,C,8900.0,9000.0,9200.0,0.1333,66.8,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 13:17:00,202604,C,8400.0,8500.0,8900.0,0.12,80.12,MO2604C8400,MO2604C8500,MO2604C8900
2026-03-24 09:52:00,202604,C,8900.0,9000.0,9400.0,0.12,80.12,MO2604C8900,MO2604C9000,MO2604C9400
2026-03-24 10:21:00,202604,C,8900.0,9000.0,9400.0,0.12,80.12,MO2604C8900,MO2604C9000,MO2604C9400
2026-03-24 09:52:00,202604,C,8700.0,8800.0,8900.0,0.1,50.1,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 09:49:00,202604,C,8900.0,9000.0,9100.0,0.1,50.1,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:13:00,202604,C,8900.0,9000.0,9100.0,0.1,50.1,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:01:00,202604,C,8700.0,8800.0,8900.0,0.1,50.1,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:01:00,202604,C,8900.0,9000.0,9100.0,0.1,50.1,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 09:51:00,202604,C,8700.0,8800.0,8900.0,0.1,50.1,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 11:16:00,202604,C,7900.0,8000.0,8100.0,0.1,50.1,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:45:00,202604,C,8900.0,9000.0,9300.0,0.1,75.1,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 10:29:00,202604,C,8900.0,9000.0,9100.0,0.1,50.1,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 14:29:00,202604,C,8700.0,8800.0,8900.0,0.1,50.1,MO2604C8700,MO2604C8800,MO2604C8900
