time,option_type,k1,k2,t1,t2,score0,peak_score,ttl_min,ttl_improve1,n_tracked,resolved,exit_reason,leg1_buy,leg2_buy,leg1_sell,leg2_sell
2026-03-23 11:03:00,P,4100.0,5000.0,25,179,1.860394806774447,1.860394806774447,,,37,False,session_end,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 09:36:00,P,4100.0,5000.0,25,179,1.8556394957637063,1.873171499200132,,,90,False,timeout_90min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 10:10:00,P,4100.0,4900.0,25,179,1.851343692982846,1.851343692982846,,,90,False,timeout_90min,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 10:49:00,P,4100.0,4800.0,25,270,1.849216102549945,1.8751677237881499,,,51,False,session_end,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800
2026-03-23 10:51:00,P,4100.0,4800.0,25,270,1.8472564620221013,1.8751677237881499,,,49,False,session_end,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800
2026-03-23 09:53:00,P,4100.0,4800.0,25,270,1.8464371043669725,1.8751677237881499,,,90,False,timeout_90min,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800
2026-03-23 10:59:00,P,4200.0,5200.0,25,270,1.832453458473297,1.832453458473297,,,41,False,session_end,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200
2026-03-23 09:53:00,P,4100.0,4700.0,25,361,1.8272204059776436,1.8272204059776436,,,90,False,timeout_90min,IO2604P4100,IO2703P4700,IO2703P4100,IO2604P4700
2026-03-23 10:33:00,P,4200.0,5200.0,25,270,1.82544787588571,1.8324535708731216,,,67,False,timeout_60min,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200
2026-03-23 11:26:00,P,4100.0,4800.0,25,361,1.823148416109818,1.823148416109818,,,14,False,session_end,IO2604P4100,IO2703P4800,IO2703P4100,IO2604P4800
2026-03-23 09:45:00,P,4100.0,5000.0,25,179,1.8226530325220864,1.873171499200132,,,90,False,timeout_90min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 09:53:00,P,4100.0,5000.0,25,179,1.8174373776467,1.873171499200132,,,90,False,timeout_90min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 11:09:00,P,4100.0,4800.0,25,270,1.8170193648756516,1.8170193648756516,,,31,False,session_end,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800
2026-03-23 11:04:00,P,4100.0,4900.0,25,179,1.8136816092245,1.8136816092245,,,36,False,session_end,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 09:36:00,P,4200.0,5200.0,25,270,1.7908520281494518,2.002248141137872,,,90,False,timeout_90min,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200
2026-03-23 09:36:00,P,4100.0,4900.0,25,179,1.7879050207480975,1.8513436430171606,,,90,False,timeout_90min,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 11:03:00,P,4100.0,4900.0,25,179,1.7878234181489787,1.8136815915829736,,,37,False,session_end,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 10:14:00,P,4100.0,4700.0,25,270,1.7816560915189026,1.7816560915189026,,,86,False,timeout_60min,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 11:09:00,P,4100.0,5000.0,25,179,1.7777176310034934,1.7777176310034934,,,31,False,session_end,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 09:45:00,P,4100.0,4900.0,25,179,1.7527027492176122,1.8513436430171606,,,90,False,timeout_90min,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 14:00:00,P,4100.0,5200.0,25,270,1.7518933330083677,1.7518933330083677,,,55,False,session_end,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200
2026-03-23 09:53:00,P,4100.0,4900.0,25,179,1.746685557145055,1.8513436430171606,,,90,False,timeout_90min,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 11:03:00,P,4200.0,5000.0,25,270,1.7430473584153867,1.7430473584153867,,,37,False,session_end,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000
2026-03-23 10:59:00,P,4200.0,5000.0,25,270,1.729532822974685,1.7430473809364393,,,41,False,session_end,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000
2026-03-23 10:59:00,P,4100.0,4700.0,25,270,1.7248608240240215,1.7248608240240215,,,41,False,session_end,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 09:53:00,P,4200.0,5000.0,25,270,1.7241089840562598,1.7430473809364393,,,90,False,timeout_90min,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000
2026-03-23 11:03:00,P,4100.0,4700.0,25,270,1.7137807180025295,1.7137807180025295,,,37,False,session_end,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 10:49:00,P,4200.0,5000.0,25,270,1.7129258606497573,1.7430473809364393,,,51,False,session_end,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000
2026-03-23 10:51:00,P,4100.0,4700.0,25,270,1.703930673498801,1.7248607170082892,,,49,False,session_end,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 11:11:00,P,4100.0,4900.0,25,179,1.7020030244496824,1.7020030244496824,,,29,False,session_end,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 10:49:00,P,4100.0,4700.0,25,270,1.7007548567391209,1.7248607170082892,,,51,False,session_end,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 09:36:00,P,4100.0,4800.0,25,179,1.6935611372078028,1.6935611372078028,,,90,False,timeout_90min,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 10:29:00,P,4100.0,4800.0,25,179,1.6926485583804602,1.6926485583804602,,,71,False,timeout_60min,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 11:03:00,P,4100.0,4800.0,25,179,1.688705763114943,1.688705763114943,,,37,False,session_end,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 09:36:00,P,4200.0,5000.0,25,270,1.6883987815973631,1.7430473809364393,,,90,False,timeout_90min,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000
2026-03-23 09:53:00,P,4100.0,4700.0,25,270,1.6875099096590955,1.7816561415079697,,,90,False,timeout_90min,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 11:05:00,P,4200.0,4900.0,25,270,1.6838427546101655,1.6838427546101655,,,35,False,session_end,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 10:09:00,P,4200.0,4800.0,25,270,1.668115660286774,1.668115660286774,,,90,False,timeout_90min,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 11:09:00,P,4200.0,5000.0,25,270,1.6663939220560415,1.6663939220560415,,,31,False,session_end,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000
2026-03-23 09:52:00,P,4100.0,4700.0,25,270,1.6662910433783773,1.7816561415079697,,,90,False,timeout_90min,IO2604P4100,IO2612P4700,IO2612P4100,IO2604P4700
2026-03-23 09:37:00,P,4100.0,4800.0,25,179,1.6662603625886667,1.6926486425636897,,,90,False,timeout_90min,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 14:00:00,P,4100.0,5000.0,25,270,1.663727702058775,1.663727702058775,,,55,False,session_end,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000
2026-03-23 11:03:00,P,4200.0,4900.0,25,270,1.6590552628645172,1.6838427583426279,,,37,False,session_end,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 09:45:00,P,4100.0,4800.0,25,179,1.6566797064365828,1.6926486425636897,,,90,False,timeout_90min,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 13:09:00,P,4100.0,5000.0,25,179,1.6551977659093162,1.6551977659093162,,,90,False,timeout_90min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 09:53:00,P,4200.0,4900.0,25,270,1.6487164046268574,1.6838427583426279,,,90,False,timeout_90min,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 10:33:00,P,4200.0,4900.0,25,270,1.6464268490149827,1.6838427583426279,,,67,False,timeout_60min,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 09:53:00,P,4100.0,4800.0,25,179,1.646019463769986,1.6926486425636897,,,90,False,timeout_90min,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 10:49:00,P,4200.0,4900.0,25,270,1.634478690412727,1.6838427583426279,,,51,False,session_end,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 09:36:00,P,4100.0,4600.0,25,361,1.6325111041648277,1.6325111041648277,,,90,False,timeout_90min,IO2604P4100,IO2703P4600,IO2703P4100,IO2604P4600
2026-03-23 09:36:00,P,4200.0,4900.0,25,270,1.6208292644753572,1.6838427583426279,,,90,False,timeout_90min,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 11:09:00,P,4100.0,4800.0,25,179,1.6166356199618082,1.6166356199618082,,,31,False,session_end,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 10:33:00,P,4200.0,5200.0,25,179,1.6146110941239142,1.6146110941239142,,,67,False,timeout_60min,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200
2026-03-23 09:53:00,P,4100.0,4600.0,25,361,1.6145330611352278,1.6145330611352278,,,90,False,timeout_90min,IO2604P4100,IO2703P4600,IO2703P4100,IO2604P4600
2026-03-23 13:34:00,P,4100.0,4900.0,25,270,1.602760540584484,1.602760540584484,,,81,False,timeout_60min,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900
2026-03-23 10:10:00,P,4200.0,4900.0,25,179,1.6005182056398966,1.6005182056398966,,,90,False,timeout_90min,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 10:29:00,P,4200.0,5000.0,25,179,1.6003213840686328,1.6003213840686328,,,71,False,timeout_60min,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000
2026-03-23 10:49:00,P,4200.0,5200.0,25,179,1.5995032306301995,1.5995032306301995,,,51,False,session_end,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200
2026-03-23 14:00:00,P,4100.0,4900.0,25,270,1.5983581786081693,1.5983581786081693,,,55,False,session_end,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900
2026-03-23 09:36:00,P,4200.0,5200.0,25,179,1.5982362456252253,1.6146110881969995,,,90,False,timeout_90min,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200
2026-03-23 10:34:00,P,4200.0,5200.0,25,179,1.5917355012211098,1.5995031653255487,,,66,False,timeout_60min,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200
2026-03-23 13:21:00,P,4200.0,5000.0,25,361,1.591032616010147,1.591032616010147,,,90,False,timeout_90min,IO2604P4200,IO2703P5000,IO2703P4200,IO2604P5000
2026-03-23 11:09:00,P,4200.0,4900.0,25,270,1.5894000387242873,1.5894000387242873,,,31,False,session_end,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 13:25:00,P,4100.0,5200.0,25,179,1.5848298246773616,1.5848298246773616,,,90,False,timeout_90min,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200
2026-03-23 10:27:00,P,4200.0,4900.0,25,179,1.5752538030550036,1.5752538030550036,,,73,False,timeout_60min,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 14:24:00,P,4100.0,5200.0,25,270,1.5720738871416693,1.5720738871416693,,,31,False,session_end,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200
2026-03-23 13:26:00,P,4100.0,5200.0,25,179,1.5706545229463842,1.5706545229463842,,,89,False,timeout_60min,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200
2026-03-23 13:33:00,P,4100.0,5200.0,25,179,1.5667020405974117,1.5667020405974117,,,82,False,timeout_60min,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200
2026-03-23 11:03:00,P,4300.0,5000.0,25,361,1.5637055668415345,1.5637055668415345,,,37,False,session_end,IO2604P4300,IO2703P5000,IO2703P4300,IO2604P5000
2026-03-23 09:36:00,P,4100.0,4700.0,25,179,1.5621678396350565,1.5621678396350565,,,90,False,timeout_90min,IO2604P4100,IO2609P4700,IO2609P4100,IO2604P4700
2026-03-23 10:29:00,P,4100.0,4600.0,25,270,1.552297890282512,1.552297890282512,,,71,False,timeout_60min,IO2604P4100,IO2612P4600,IO2612P4100,IO2604P4600
2026-03-23 11:03:00,P,4100.0,4700.0,25,179,1.5473497316389315,1.5473497316389315,,,37,False,session_end,IO2604P4100,IO2609P4700,IO2609P4100,IO2604P4700
2026-03-23 14:20:00,P,4100.0,5000.0,25,270,1.5469629699598657,1.5469629699598657,,,35,False,session_end,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000
2026-03-23 13:33:00,P,4200.0,5200.0,25,270,1.546342210792309,1.546342210792309,,,82,False,timeout_60min,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200
2026-03-23 11:03:00,P,4200.0,4800.0,25,270,1.545139277425058,1.545139277425058,,,37,False,session_end,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 09:53:00,P,4200.0,4800.0,25,270,1.5369565320986749,1.6681155386372353,,,90,False,timeout_90min,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 13:57:00,P,4100.0,5200.0,25,179,1.531553270260389,1.531553270260389,,,58,False,session_end,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200
2026-03-23 13:14:00,P,4200.0,4900.0,25,270,1.5304321042498088,1.5304321042498088,,,90,False,timeout_90min,IO2604P4200,IO2612P4900,IO2612P4200,IO2604P4900
2026-03-23 13:21:00,P,4100.0,5000.0,25,179,1.5298122256133977,1.5298122256133977,,,90,False,timeout_90min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 09:37:00,P,4100.0,4700.0,25,179,1.5280214468605546,1.5473495421867316,,,90,False,timeout_90min,IO2604P4100,IO2609P4700,IO2609P4100,IO2604P4700
2026-03-23 10:49:00,P,4200.0,4800.0,25,270,1.5263396334430157,1.5451393547100154,,,51,False,session_end,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 10:33:00,P,4200.0,5000.0,25,179,1.5231852925591347,1.5231852925591347,,,67,False,timeout_60min,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000
2026-03-23 10:51:00,P,4100.0,4600.0,25,270,1.5187452985542105,1.5187452985542105,,,49,False,session_end,IO2604P4100,IO2612P4600,IO2612P4100,IO2604P4600
2026-03-23 09:36:00,P,4200.0,4800.0,25,270,1.516631422042004,1.6681155386372353,,,90,False,timeout_90min,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 14:00:00,P,4100.0,4800.0,25,270,1.5111390774896134,1.5111390774896134,,,55,False,session_end,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800
2026-03-23 09:36:00,P,4200.0,5000.0,25,179,1.508637822016051,1.600321489674686,,,90,False,timeout_90min,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000
2026-03-23 10:49:00,P,4100.0,4600.0,25,270,1.508456942557783,1.518745274650911,,,51,False,session_end,IO2604P4100,IO2612P4600,IO2612P4100,IO2604P4600
2026-03-23 11:03:00,P,4100.0,4600.0,25,270,1.5066815054274636,1.5066815054274636,,,37,False,session_end,IO2604P4100,IO2612P4600,IO2612P4100,IO2604P4600
2026-03-23 09:45:00,P,4200.0,5000.0,25,179,1.50557146759856,1.600321489674686,,,90,False,timeout_90min,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000
2026-03-23 09:53:00,P,4100.0,4700.0,25,179,1.5051881085543153,1.5473495421867316,,,90,False,timeout_90min,IO2604P4100,IO2609P4700,IO2609P4100,IO2604P4700
2026-03-23 13:25:00,P,4100.0,5000.0,25,179,1.503632961957186,1.503632961957186,,,90,False,timeout_90min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 09:55:00,P,4300.0,5000.0,25,361,1.5021664831703725,1.5637056362369617,,,90,False,timeout_90min,IO2604P4300,IO2703P5000,IO2703P4300,IO2604P5000
2026-03-23 11:04:00,P,4200.0,4900.0,25,179,1.499947189706925,1.499947189706925,,,36,False,session_end,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 10:59:00,P,4300.0,5200.0,25,270,1.4958942481682589,1.4958942481682589,,,41,False,session_end,IO2604P4300,IO2612P5200,IO2612P4300,IO2604P5200
2026-03-23 09:41:00,P,4200.0,4700.0,25,361,1.493686365541378,1.493686365541378,,,90,False,timeout_90min,IO2604P4200,IO2703P4700,IO2703P4200,IO2604P4700
2026-03-23 13:09:00,P,4100.0,4800.0,25,179,1.4928640220935558,1.4928640220935558,,,90,False,timeout_90min,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800
2026-03-23 09:53:00,P,4200.0,4700.0,25,361,1.490682369060305,1.490682369060305,,,90,False,timeout_90min,IO2604P4200,IO2703P4700,IO2703P4200,IO2604P4700
2026-03-23 13:26:00,P,4100.0,5000.0,25,179,1.4900426841885137,1.4900426841885137,,,89,False,timeout_60min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 11:09:00,P,4100.0,4700.0,25,179,1.48753291453788,1.48753291453788,,,31,False,session_end,IO2604P4100,IO2609P4700,IO2609P4100,IO2604P4700
2026-03-23 09:52:00,P,4200.0,4700.0,25,361,1.4871889580288769,1.490682269301224,,,90,False,timeout_90min,IO2604P4200,IO2703P4700,IO2703P4200,IO2604P4700
2026-03-23 14:24:00,P,4100.0,5000.0,25,270,1.4866374034159535,1.4866374034159535,,,31,False,session_end,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000
2026-03-23 14:20:00,P,4100.0,4900.0,25,270,1.4841664943901194,1.4841664943901194,,,35,False,session_end,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900
2026-03-23 11:09:00,P,4200.0,4800.0,25,270,1.4830348777126203,1.4830348777126203,,,31,False,session_end,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 11:11:00,P,4100.0,4600.0,25,270,1.480661180942024,1.480661180942024,,,29,False,session_end,IO2604P4100,IO2612P4600,IO2612P4100,IO2604P4600
2026-03-23 11:11:00,P,4100.0,4700.0,25,179,1.4792583437336495,1.4792583437336495,,,29,False,session_end,IO2604P4100,IO2609P4700,IO2609P4100,IO2604P4700
2026-03-23 13:03:00,P,4200.0,4800.0,25,270,1.4714368815558765,1.4714368815558765,,,90,False,timeout_90min,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 09:43:00,P,4100.0,5200.0,25,88,1.469782808432937,1.469782808432937,,,90,False,timeout_90min,IO2604P4100,IO2606P5200,IO2606P4100,IO2604P5200
2026-03-23 11:03:00,P,4300.0,4900.0,25,361,1.468469746920145,1.468469746920145,,,37,False,session_end,IO2604P4300,IO2703P4900,IO2703P4300,IO2604P4900
2026-03-23 11:24:00,P,4200.0,5200.0,25,179,1.467977792219049,1.467977792219049,,,16,False,session_end,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200
2026-03-23 14:00:00,P,4200.0,5200.0,25,270,1.4611458370768746,1.4611458370768746,,,55,False,session_end,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200
2026-03-23 13:57:00,P,4100.0,5000.0,25,179,1.4543694938056757,1.4543694938056757,,,58,False,session_end,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 13:34:00,P,4100.0,5000.0,25,179,1.4541201556762164,1.4543695044685403,,,81,False,timeout_60min,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000
2026-03-23 10:33:00,P,4200.0,4900.0,25,179,1.4512229242390595,1.4999472367467162,,,67,False,timeout_60min,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 13:25:00,P,4100.0,4900.0,25,179,1.441259331081698,1.441259331081698,,,90,False,timeout_90min,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 09:36:00,P,4200.0,4900.0,25,179,1.4409033470004422,1.6005181687383503,,,90,False,timeout_90min,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 09:45:00,P,4200.0,4900.0,25,179,1.4356211842940856,1.6005181687383503,,,90,False,timeout_90min,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 09:36:00,P,4300.0,5200.0,25,270,1.4320565138916812,1.4958942778074213,,,90,False,timeout_90min,IO2604P4300,IO2612P5200,IO2612P4300,IO2604P5200
2026-03-23 10:34:00,P,4200.0,4900.0,25,179,1.4308475453753289,1.4999472367467162,,,66,False,timeout_60min,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900
2026-03-23 13:26:00,P,4100.0,4900.0,25,179,1.4267212322629674,1.4267212322629674,,,89,False,timeout_60min,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900
2026-03-23 14:24:00,P,4100.0,4900.0,25,270,1.4262227782108734,1.4262227782108734,,,31,False,session_end,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900
2026-03-23 13:14:00,P,4200.0,4800.0,25,270,1.4252176168442985,1.4252176168442985,,,90,False,timeout_90min,IO2604P4200,IO2612P4800,IO2612P4200,IO2604P4800
2026-03-23 11:03:00,P,4300.0,5000.0,25,270,1.4219666406877738,1.4219666406877738,,,37,False,session_end,IO2604P4300,IO2612P5000,IO2612P4300,IO2604P5000
